x,y,dist_robot,snd_loglik,snd_post,vis_post,fused,vis_like,observed,mle_class,vis_phrase_source,ev_tv,post_tv,sim_tv,ev_chair,post_chair,sim_chair,ev_couch,post_couch,sim_couch,ev_toilet,post_toilet,sim_toilet,ev_microwave,post_microwave,sim_microwave,ev_oven,post_oven,sim_oven,ev_sink,post_sink,sim_sink,ev_refrigerator,post_refrigerator,sim_refrigerator,ev_clock,post_clock,sim_clock,ev_empty_floor,post_empty_floor,sim_empty_floor
-0.5,7.25,1.38116,-0.409481,0.0254138,0.00378899,0.0366979,0.176292,False,tv,sound_similarity,0,0.1,0.240691,0,0.1,0.118506,0,0.1,0.271224,0,0.1,0.145343,0,0.1,0.1565,0,0.1,0.265081,0,0.1,0.144166,0,0.1,0.233515,0,0.1,0.187891,0,0.1,0
-0.75,7.5,1.72999,-0.257408,0.0387492,0.00252599,0.0302097,0.117528,True,empty floor,sound_similarity,0,0.0666667,0.240691,0,0.0666667,0.118506,0,0.0666667,0.271224,0,0.0666667,0.145343,0,0.0666667,0.1565,0,0.0666667,0.265081,0,0.0666667,0.144166,0,0.0666667,0.233515,0,0.0666667,0.187891,0.5,0.4,0
-0.75,7.75,1.93638,-0.607776,0.014403,0.00378899,0.0276269,0.176292,False,tv,sound_similarity,0,0.1,0.240691,0,0.1,0.118506,0,0.1,0.271224,0,0.1,0.145343,0,0.1,0.1565,0,0.1,0.265081,0,0.1,0.144166,0,0.1,0.233515,0,0.1,0.187891,0,0.1,0
0,6.5,0.480028,-0.299069,0.0356073,0.00189449,0.0217193,0.0881459,True,empty floor,sound_similarity,0,0.05,0.240691,0,0.05,0.118506,0,0.05,0.271224,0,0.05,0.145343,0,0.05,0.1565,0,0.05,0.265081,0,0.05,0.144166,0,0.05,0.233515,0,0.05,0.187891,1,0.55,0
-1.25,7.75,2.24313,-0.0102997,0.0740531,0.001263,0.0208812,0.0587639,True,empty floor,sound_similarity,0,0.0333333,0.240691,0,0.0333333,0.118506,0,0.0333333,0.271224,0,0.0333333,0.145343,0,0.0333333,0.1565,0,0.0333333,0.265081,0,0.0333333,0.144166,0,0.0333333,0.233515,0,0.0333333,0.187891,2,0.7,0
-0.75,7.25,1.53661,-0.0247492,0.0718272,0.001263,0.020565,0.0587639,True,empty floor,sound_similarity,0,0.0333333,0.240691,0,0.0333333,0.118506,0,0.0333333,0.271224,0,0.0333333,0.145343,0,0.0333333,0.1565,0,0.0333333,0.265081,0,0.0333333,0.144166,0,0.0333333,0.233515,0,0.0333333,0.187891,2,0.7,0
-1,7.75,2.08041,-0.175316,0.0484919,0.00151559,0.0202768,0.0705167,True,empty floor,sound_similarity,0,0.04,0.240691,0,0.04,0.118506,0,0.04,0.271224,0,0.04,0.145343,0,0.04,0.1565,0,0.04,0.265081,0,0.04,0.144166,0,0.04,0.233515,0,0.04,0.187891,1.5,0.64,0
-0.5,7,1.1836,-0.044175,0.0686587,0.001263,0.0201063,0.0587639,True,empty floor,sound_similarity,0,0.0333333,0.240691,0,0.0333333,0.118506,0,0.0333333,0.271224,0,0.0333333,0.145343,0,0.0333333,0.1565,0,0.0333333,0.265081,0,0.0333333,0.144166,0,0.0333333,0.233515,0,0.0333333,0.187891,2,0.7,0
-1.5,7.75,2.42078,-0.0295871,0.0658493,0.001263,0.0196907,0.0587639,True,empty floor,sound_similarity,0,0.0333333,0.240691,0,0.0333333,0.118506,0,0.0333333,0.271224,0,0.0333333,0.145343,0,0.0333333,0.1565,0,0.0333333,0.265081,0,0.0333333,0.144166,0,0.0333333,0.233515,0,0.0333333,0.187891,2,0.7,0
-1.25,7.5,2.0676,-0.0391939,0.0635654,0.001263,0.0193462,0.0587639,True,empty floor,sound_similarity,0,0.0333333,0.240691,0,0.0333333,0.118506,0,0.0333333,0.271224,0,0.0333333,0.145343,0,0.0333333,0.1565,0,0.0333333,0.265081,0,0.0333333,0.144166,0,0.0333333,0.233515,0,0.0333333,0.187891,2,0.7,0
