team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,2,4.636,"[2.5, 2.136]",4.0,0.16100795920747812,0.8530138584282136,GarbageCan,True
