step,fused_entropy,Bayesian_entropy,visual_entropy,sound_entropy,semantic_entropy,target_coord_estimation_error,step_time,min_gt_distance,any_sound_detected,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target,target_object
0,8.466620075796158,8.705191909954642,8.79815983639806,8.915879378835774,1.3637696904366932,0.22141052876454098,1.2628796100616455,4.0658668515031815,False,0.9496113300830367,,,,,
1,8.216927880581817,8.548797414251826,8.750809912861438,8.915879378835774,1.3108947947307588,0.21102756695781427,1.096585988998413,4.009896821236445,False,0.9216059943662871,,,,,
2,8.032387214926406,8.420637687341504,8.710600816548467,8.915879378835774,1.2686670993686078,0.2116426199459768,1.1314702033996582,3.8066095603582535,False,0.9009080174405933,,,,,
3,7.863844290491455,8.292691398510524,8.680582113258605,8.915879378835774,1.2377569374386541,0.2216135580012812,1.411435842514038,3.685922666311535,False,0.8820043381428415,,,,,
4,7.684133898951572,8.163424976952705,8.652488816896618,8.915879378835774,1.210054279201459,0.2216135580012812,1.2569265365600586,3.578655537914681,False,0.8618481220362761,,,,,
5,7.505614995510561,8.036427082129363,8.630394127858324,8.915879378835774,1.1885130712579441,0.2216135580012812,1.3182647228240967,3.486047190739921,False,0.841825542562537,,,,,
6,7.293366012780038,7.8908209466518455,8.610986018545681,8.915879378835774,1.1679149594989975,0.2216135580012812,1.3231911659240723,3.4092923859774737,False,0.8180198164291898,,,,,
7,7.10120100985052,7.749229894027134,8.597932726581574,8.915879378835774,1.1496364774685446,0.14650251693028984,1.5419087409973145,3.169585751465596,False,0.7964666981371598,,,,,
8,6.899584763682586,7.601603206059297,8.58411175435499,8.915879378835774,1.129210766096888,0.15650229949633646,1.3566381931304932,2.931599068546632,False,0.7738535337367392,,,,,
9,6.654235974901515,7.426843376935272,8.570255117746703,8.915879378835774,1.1084070710914384,0.21364149216372083,1.3943455219268799,2.6836575956114093,False,0.7463353520346098,,,,,
10,6.375242483717052,7.23340114445968,8.55603837418471,8.915879378835774,1.0903210891405333,0.21364149216372083,1.4640872478485107,2.4336736937192485,False,0.7150435994962423,,,,,
11,6.112780203924016,7.000926769748129,8.552004040251141,8.915879378835774,1.078462684221366,0.20377123609958045,1.9950273036956787,2.1836934776930965,False,0.6856059782991609,,,,0.461,GarbageCan
