team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,5,7.929,"[4.467, 3.462]",8.0,0.3615840693377306,0.8530138584282136,toilet,True
