step,fused_entropy,Bayesian_entropy,visual_entropy,sound_entropy,semantic_entropy,target_coord_estimation_error,step_time,min_gt_distance,any_sound_detected,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target,target_object
0,7.508059538876423,8.546894459887639,8.530621139757159,6.512138184254754,1.3969162051680983,0.996692056783674,2.946523904800415,2.8002430604611894,True,0.8784546918314382,,,,,
1,7.495602847816681,8.546894459887639,8.521707430868624,6.512138184254754,1.3938439714691864,0.8610018339395822,0.6510460376739502,2.551210464271876,False,0.8769972395230935,,,,,
2,7.47732639709584,8.546894459887639,8.514117615367802,6.512138184254754,1.3873587448265225,0.8610018339395822,0.6561050415039062,2.3023875582446136,False,0.8748588662453357,,,,,
3,6.959071842451301,8.546894459887639,8.505044877094345,5.577678449176301,1.3769538897936466,0.8541934920177108,2.6771440505981445,2.0538505553493587,True,0.8142222739629791,,,,,
4,6.9723185906263305,8.546894459887639,8.496246908224341,5.577678449176301,1.3665429605409227,0.8541934920177108,0.9416821002960205,1.8057175136377623,False,0.8157721641876916,,,,,
5,7.023252273132076,8.546894459887639,8.490182800509873,5.577678449176301,1.361054444505071,0.35720703972481344,0.7902579307556152,1.790436347077292,False,0.8217314845870235,,,,,
6,6.650647398530371,8.546894459887639,8.48635649422302,5.1152651092148345,1.3543713224385883,0.35720703972481344,2.781327962875366,1.5404466716782994,True,0.7781361323394419,,,,,
7,6.690274461045106,8.546894459887639,8.479870695317368,5.1152651092148345,1.345592251731294,0.03171089787194297,0.8137710094451904,1.2904609965566662,False,0.782772560541605,,,,,
8,6.722088896060107,8.546894459887639,8.471068996137587,5.1152651092148345,1.3362007376017984,0.05552672586923926,0.8237767219543457,1.040482205029619,False,0.7864948991248546,,,,,
9,5.609364422054611,8.546894459887639,8.46218653079766,4.043903886068821,1.3270436789896276,0.046804613787389544,3.0546975135803223,0.7905168273557316,True,0.6563043978582548,,,,0.581,clock
