team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,4,5.673,"[3.158, 2.516]",8.0,0.014911511358554046,0.5405834715211383,clock,True
