x,y,dist_robot,olf_loglik,olf_post,vis_post,fused,vis_like,observed,mle_class,ev_Cardboard_box,post_Cardboard_box,ev_First_aid_box,post_First_aid_box,ev_Humidifier,post_Humidifier,ev_empty_floor,post_empty_floor
-0.25,0.75,2.04118,-0.264556,1.39091e-05,0.223501,0.0272596,0.440099,True,Humidifier,0,0.0625,0,0.0625,3,0.8125,0,0.0625
-3.25,1,0.969268,-0.783111,0.00091984,0.0211094,0.0209374,0.0415669,True,empty floor,0,0.0147059,0,0.0147059,1,0.0735294,15,0.897059
-4,2.25,2.16686,-0.311499,0.0178645,0.00397881,0.0173915,0.00783474,True,empty floor,0,0.00862069,1,0.0431034,0,0.00862069,27,0.939655
-1.75,0.75,0.562232,-1.88918,0.000123196,0.0448576,0.0162826,0.0883297,True,empty floor,0,0.03125,0,0.03125,1,0.15625,6,0.78125
-3.5,-0.25,1.69317,-0.227572,0.034099,0.00268497,0.0162144,0.00528701,True,empty floor,0,0.00735294,0,0.00735294,0,0.00735294,33,0.977941
-3.75,-0.25,1.88085,-0.229463,0.0340347,0.00268497,0.0161991,0.00528701,True,empty floor,0,0.00735294,0,0.00735294,0,0.00735294,33,0.977941
-3.5,0.25,1.39255,-0.329581,0.0268673,0.0029448,0.0157855,0.00579866,True,empty floor,0,0.00806452,0,0.00806452,0,0.00806452,30,0.975806
-3.75,0,1.7353,-0.224036,0.0307149,0.00268497,0.0153887,0.00528701,True,empty floor,0,0.00735294,0,0.00735294,0,0.00735294,33,0.977941
-3.25,0,1.33967,-0.363439,0.0250186,0.00268497,0.0138887,0.00528701,True,empty floor,0,0.00735294,0,0.00735294,0,0.00735294,33,0.977941
-3.5,0,1.52987,-0.265162,0.0334081,0.00228222,0.0136419,0.00449396,True,empty floor,0,0.00625,0,0.00625,0,0.00625,39,0.98125
-2.5,1.5,0.611979,-1.69082,0.000325412,0.0230771,0.0136141,0.0454415,True,empty floor,0,0.05,1,0.25,0,0.05,3,0.65
-3.75,0.5,1.52763,-0.265958,0.0196701,0.0029448,0.0135067,0.00579866,True,empty floor,0,0.00806452,0,0.00806452,0,0.00806452,30,0.975806
-4.5,2.5,2.71763,-0.691854,0.01246,0.00365156,0.0133299,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3.5,0.5,1.28953,-0.400661,0.0218895,0.00268497,0.0129911,0.00528701,True,empty floor,0,0.00735294,0,0.00735294,0,0.00735294,33,0.977941
-0.5,0.75,1.79226,-0.222985,8.83955e-05,0.0417934,0.0128503,0.0822961,True,empty floor,0,0.00531915,0,0.00531915,7,0.154255,39,0.835106
-3,-0.25,1.37849,-0.338059,0.017393,0.0029448,0.0127009,0.00579866,True,empty floor,0,0.00806452,0,0.00806452,0,0.00806452,30,0.975806
-4,-0.25,2.08168,-0.27789,0.0263926,0.00228222,0.0121252,0.00449396,True,empty floor,0,0.00625,0,0.00625,0,0.00625,39,0.98125
