x,y,dist_robot,olf_loglik,olf_post,vis_post,fused,vis_like,observed,mle_class,ev_Cardboard_box,post_Cardboard_box,ev_First_aid_box,post_First_aid_box,ev_Humidifier,post_Humidifier,ev_empty_floor,post_empty_floor
-1.75,0.75,0.594825,-1.61584,0.000677746,0.0436756,0.0319817,0.0883297,True,empty floor,0,0.03125,0,0.03125,1,0.15625,6,0.78125
-0.25,0.75,2.08343,-0.325375,1.18157e-05,0.217612,0.0210398,0.440099,True,Humidifier,0,0.0625,0,0.0625,3,0.8125,0,0.0625
-1.75,1,0.58998,-1.6328,0.000605632,0.0225899,0.0156368,0.0456858,True,empty floor,0,0.00925926,0,0.00925926,2,0.0833333,24,0.898148
-3.25,1,0.928014,-0.814525,0.000694026,0.0205532,0.0152299,0.0415669,True,empty floor,0,0.0147059,0,0.0147059,1,0.0735294,15,0.897059
-2.5,1.5,0.636917,-1.47696,0.000541279,0.022469,0.0147036,0.0454415,True,empty floor,0,0.05,1,0.25,0,0.05,3,0.65
-4.5,2.5,2.70497,-0.709705,0.0141238,0.00404016,0.0135053,0.00817084,True,empty floor,0,0.0113636,0,0.0113636,0,0.0113636,21,0.965909
-5,2,2.89386,-0.887034,0.00477461,0.00683719,0.0132885,0.0138276,True,empty floor,0,0.0192308,0,0.0192308,0,0.0192308,12,0.942308
-3.75,-0.25,1.8196,-0.268747,0.0270926,0.00286721,0.0132744,0.00579866,True,empty floor,0,0.00806452,0,0.00806452,0,0.00806452,30,0.975806
-5,2.25,2.99894,-0.996911,0.00711352,0.00555522,0.0131787,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3.5,-0.25,1.63185,-0.275606,0.0258869,0.00286721,0.0129757,0.00579866,True,empty floor,0,0.00806452,0,0.00806452,0,0.00806452,30,0.975806
-1.25,0.75,1.08755,-0.596568,0.00146283,0.0120484,0.0129615,0.0243668,True,empty floor,0,0.00862069,0,0.00862069,1,0.0431034,27,0.939655
-3.5,0.25,1.33284,-0.386099,0.0209802,0.00317441,0.012933,0.00641994,True,empty floor,0,0.00892857,0,0.00892857,0,0.00892857,27,0.973214
-3.75,0,1.67488,-0.270211,0.0250305,0.00286721,0.0127592,0.00579866,True,empty floor,0,0.00806452,0,0.00806452,0,0.00806452,30,0.975806
-4.75,2.25,2.7786,-0.775701,0.00910408,0.00467808,0.0125549,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-3.75,0.5,1.47266,-0.31744,0.0187688,0.00317441,0.0122324,0.00641994,True,empty floor,0,0.00892857,0,0.00892857,0,0.00892857,27,0.973214
-4,2.25,2.15675,-0.353382,0.0174076,0.00317441,0.0117804,0.00641994,True,empty floor,0,0.00892857,0,0.00892857,0,0.00892857,27,0.973214
-3.25,0,1.27835,-0.422082,0.0190341,0.00286721,0.0111264,0.00579866,True,empty floor,0,0.00806452,0,0.00806452,0,0.00806452,30,0.975806
-4.5,2.25,2.56371,-0.594605,0.0119153,0.00355534,0.010916,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3,-0.25,1.31981,-0.394202,0.0149303,0.00317441,0.0109101,0.00641994,True,empty floor,0,0.00892857,0,0.00892857,0,0.00892857,27,0.973214
-3.5,0,1.46874,-0.318936,0.0251737,0.00240226,0.0107207,0.00485834,True,empty floor,0,0.00675676,0,0.00675676,0,0.00675676,36,0.97973
-3.5,0.5,1.23317,-0.456254,0.0172468,0.00286721,0.0105912,0.00579866,True,empty floor,0,0.00806452,0,0.00806452,0,0.00806452,30,0.975806
-5,-0.25,2.90277,-0.896045,0.00623341,0.00467808,0.0103887,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-4,-0.25,2.02089,-0.305539,0.0230909,0.00240226,0.0102676,0.00485834,True,empty floor,0,0.00675676,0,0.00675676,0,0.00675676,36,0.97973
-3.75,0.25,1.55707,-0.290808,0.0230091,0.00240226,0.0102494,0.00485834,True,empty floor,0,0.00675676,0,0.00675676,0,0.00675676,36,0.97973
-4.25,2.25,2.35576,-0.453877,0.0150079,0.00286721,0.00987981,0.00579866,True,empty floor,0,0.00806452,0,0.00806452,0,0.00806452,30,0.975806
