x,y,dist_robot,olf_loglik,olf_post,vis_post,fused,vis_like,observed,mle_class,ev_Cardboard_box,post_Cardboard_box,ev_First_aid_box,post_First_aid_box,ev_Humidifier,post_Humidifier,ev_empty_floor,post_empty_floor
-4.75,0.75,0.348139,-1.91055,0.0062388,0.00539619,0.00826073,0.0179758,True,empty floor,0,0.025,0,0.025,0,0.025,9,0.925
-4.75,1.25,0.339465,-1.94572,0.00612593,0.00539619,0.00818566,0.0179758,True,empty floor,0,0.025,0,0.025,0,0.025,9,0.925
-4.75,1,0.236048,-2.48859,0.00576401,0.00539619,0.00794018,0.0179758,True,empty floor,0,0.025,0,0.025,0,0.025,9,0.925
-4.5,0.75,0.256348,-2.35896,0.00558526,0.00539619,0.00781609,0.0179758,True,empty floor,0,0.025,0,0.025,0,0.025,9,0.925
-3.5,0.25,1.26481,-0.558206,0.00633414,0.00415091,0.00640278,0.0138276,True,empty floor,0,0.0192308,0,0.0192308,0,0.0192308,12,0.942308
-3.25,1.5,1.35714,-0.521435,0.006338,0.00337262,0.00520384,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3.25,0.25,1.47284,-0.487653,0.00633703,0.00337262,0.00520344,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3,0.75,1.53551,-0.474641,0.00633667,0.00337262,0.00520329,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3.25,0.75,1.28968,-0.547391,0.00633616,0.00337262,0.00520308,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-4.5,-0.25,1.25604,-0.562181,0.00633468,0.00337262,0.00520248,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3,1.5,1.59259,-0.46585,0.0063345,0.00337262,0.0052024,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3.75,0,1.26321,-0.558923,0.00633429,0.00337262,0.00520232,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3.5,1.5,1.12797,-0.630764,0.00633429,0.00337262,0.00520232,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-4.5,0,1.00606,-0.716598,0.00633408,0.00337262,0.00520223,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3.5,0.75,1.04583,-0.686155,0.00633362,0.00337262,0.00520204,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3.25,0,1.61547,-0.463124,0.00633351,0.00337262,0.005202,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3.5,-0.25,1.61422,-0.463261,0.00633337,0.00337262,0.00520194,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3.5,0.5,1.13325,-0.627529,0.00633214,0.00337262,0.00520144,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-4.75,0,1.03327,-0.695503,0.00633196,0.00337262,0.00520136,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3.75,1.25,0.802055,-0.918175,0.00633189,0.00337262,0.00520133,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3,0.25,1.69226,-0.457211,0.0063312,0.00337262,0.00520105,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-4,0.25,0.914169,-0.79716,0.00633039,0.00337262,0.00520072,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3.75,0.5,0.916372,-0.795048,0.00632943,0.00337262,0.00520032,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-4.5,0.25,0.756094,-0.976452,0.00632796,0.00337262,0.00519972,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.75,0.75,1.7825,-0.456475,0.00632646,0.00337262,0.0051991,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3.75,0.75,0.805764,-0.91371,0.00632459,0.00337262,0.00519833,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3,0,1.81776,-0.457966,0.00632257,0.00337262,0.0051975,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.75,0.5,1.83515,-0.459064,0.00632095,0.00337262,0.00519684,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-4.5,0.5,0.506158,-1.42377,0.00631447,0.00337262,0.00519417,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-4.5,2.5,1.4941,-0.482835,0.00631088,0.00337262,0.0051927,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-4.5,2.25,1.24412,-0.567732,0.00630866,0.00337262,0.00519178,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-4,0.75,0.574231,-1.27429,0.0063048,0.00337262,0.00519019,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-4.5,2,0.994135,-0.726223,0.00630309,0.00337262,0.00518949,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-4.5,1.75,0.744168,-0.992517,0.00629024,0.00337262,0.0051842,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3,-0.25,1.96716,-0.475089,0.00629007,0.00337262,0.00518413,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.75,0,2.0307,-0.487579,0.00626311,0.00337262,0.005173,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-4.5,1.5,0.494235,-1.45285,0.00626308,0.00337262,0.00517299,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.5,0.75,2.03023,-0.487474,0.00626297,0.00337262,0.00517295,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.5,0.5,2.07661,-0.49851,0.00623576,0.00337262,0.0051617,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.5,1.75,2.14707,-0.518379,0.00616717,0.00337262,0.00513323,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.75,-0.25,2.16546,-0.524181,0.00615961,0.00337262,0.00513008,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.5,0,2.25128,-0.55459,0.00605253,0.00337262,0.0050853,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.25,0.75,2.27845,-0.565363,0.00600694,0.00337262,0.00506611,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.25,0.5,2.31987,-0.582846,0.00593408,0.00337262,0.00503529,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.5,-0.25,2.37355,-0.607399,0.0058204,0.00337262,0.00498683,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.25,1.75,2.38315,-0.612015,0.00577351,0.00337262,0.0049667,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2,0.75,2.52702,-0.689402,0.00536488,0.00337262,0.00478771,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2,0.5,2.56444,-0.712041,0.00522903,0.00337262,0.0047267,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.25,-0.25,2.58907,-0.727512,0.0051339,0.00337262,0.00468351,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2,0.25,2.62523,-0.751041,0.00498077,0.00337262,0.00461314,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2,2,2.70341,-0.805229,0.00456012,0.00337262,0.00441404,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-3,1,1.51404,-0.478696,0.00633742,0.0028401,0.00438198,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-3.25,1.25,1.28737,-0.548368,0.00633721,0.0028401,0.00438191,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-3.25,0.5,1.36153,-0.519912,0.00633716,0.0028401,0.00438189,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-4,-0.25,1.35708,-0.521456,0.00633699,0.0028401,0.00438183,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-3,1.25,1.53357,-0.474991,0.00633685,0.0028401,0.00438178,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-3.75,-0.25,1.4701,-0.488304,0.00633684,0.0028401,0.00438178,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-3.5,1.25,1.04298,-0.688258,0.00633616,0.0028401,0.00438154,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-4.25,-0.25,1.28342,-0.550051,0.00633564,0.0028401,0.00438137,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-3.5,1,1.01405,-0.710286,0.00633546,0.0028401,0.00438131,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-3,0.5,1.59633,-0.465374,0.00633468,0.0028401,0.00438103,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-4.75,-0.25,1.27794,-0.552411,0.00633399,0.0028401,0.00438079,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-4.25,0,1.04004,-0.690439,0.00633369,0.0028401,0.00438069,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-3,1.75,1.68697,-0.457461,0.00632994,0.0028401,0.00437939,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.75,1,1.76404,-0.45609,0.00632781,0.0028401,0.00437866,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-4,1.25,0.569015,-1.28485,0.00632761,0.0028401,0.00437859,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-3.75,1,0.764051,-0.965956,0.00632738,0.0028401,0.00437851,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-4.25,0.25,0.800745,-0.919759,0.00632693,0.0028401,0.00437835,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.75,1.25,1.78083,-0.456429,0.00632618,0.0028401,0.00437809,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-4,2.25,1.34605,-0.525374,0.00632338,0.0028401,0.00437712,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.75,1.5,1.8319,-0.458841,0.00631989,0.0028401,0.00437592,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-4.25,1.75,0.789494,-0.93355,0.00630973,0.0028401,0.0043724,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-4,1,0.514062,-1.405,0.00630606,0.0028401,0.00437113,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.75,0.25,1.91919,-0.467704,0.00630531,0.0028401,0.00437087,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.75,1.75,1.91452,-0.467081,0.0063023,0.0028401,0.00436982,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.5,1.25,2.02876,-0.487151,0.00626149,0.0028401,0.00435565,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.5,0.25,2.15123,-0.51967,0.00617495,0.0028401,0.00432545,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.5,2,2.24598,-0.552551,0.00603766,0.0028401,0.00427709,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.25,1,2.26404,-0.559579,0.00602793,0.0028401,0.00427365,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.25,1.25,2.27714,-0.564831,0.0060031,0.0028401,0.00426483,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.25,1.5,2.3173,-0.581723,0.00592532,0.0028401,0.00423712,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.25,0.25,2.3869,-0.613837,0.00578942,0.0028401,0.00418824,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2,-0.25,2.8103,-0.886642,0.00406018,0.00337262,0.00416505,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-1.75,0.5,2.80996,-0.886366,0.0040565,0.00337262,0.00416317,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.25,0,2.47746,-0.661005,0.00553802,0.0028401,0.0040963,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.25,2,2.47264,-0.658342,0.00551168,0.0028401,0.00408654,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2,1,2.51403,-0.681784,0.0054058,0.0028401,0.0040471,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2,1.25,2.52584,-0.688705,0.00535775,0.0028401,0.00402908,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-1.75,0.25,2.86554,-0.932039,0.0037504,0.00337262,0.00400301,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2,1.5,2.56211,-0.710603,0.00521378,0.0028401,0.00397458,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2,1.75,2.62182,-0.748781,0.00495571,0.0028401,0.00387496,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-3.5,0,1.42836,-0.4991,0.00633711,0.00245281,0.00378435,0.00817084,True,empty floor,0,0.0113636,0,0.0113636,0,0.0113636,21,0.965909
-4,0,1.12968,-0.62971,0.00633245,0.00245281,0.00378295,0.00817084,True,empty floor,0,0.0113636,0,0.0113636,0,0.0113636,21,0.965909
-3.75,0.25,1.07481,-0.665505,0.00633182,0.00245281,0.00378277,0.00817084,True,empty floor,0,0.0113636,0,0.0113636,0,0.0113636,21,0.965909
-3.25,-0.25,1.78191,-0.456459,0.00632562,0.00245281,0.00378091,0.00817084,True,empty floor,0,0.0113636,0,0.0113636,0,0.0113636,21,0.965909
-4,0.5,0.721265,-1.02454,0.00631903,0.00245281,0.00377894,0.00817084,True,empty floor,0,0.0113636,0,0.0113636,0,0.0113636,21,0.965909
-4.25,2.25,1.27175,-0.55512,0.0063161,0.00245281,0.00377807,0.00817084,True,empty floor,0,0.0113636,0,0.0113636,0,0.0113636,21,0.965909
-4.25,2,1.0285,-0.699114,0.00631331,0.00245281,0.00377723,0.00817084,True,empty floor,0,0.0113636,0,0.0113636,0,0.0113636,21,0.965909
-4.25,0.5,0.57071,-1.2814,0.00631137,0.00245281,0.00377665,0.00817084,True,empty floor,0,0.0113636,0,0.0113636,0,0.0113636,21,0.965909
-1.75,2,2.93734,-0.994419,0.00328153,0.00337262,0.00374443,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2,0,2.70782,-0.808419,0.0045967,0.0028401,0.00373197,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-4.25,0.75,0.367734,-1.83527,0.00615068,0.00245281,0.00372827,0.00817084,True,empty floor,0,0.0113636,0,0.0113636,0,0.0113636,21,0.965909
-1.75,1,2.76403,-0.850363,0.00429187,0.0028401,0.0036061,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-1.75,1.25,2.77478,-0.858648,0.00422636,0.0028401,0.00357847,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-1.75,1.5,2.80783,-0.884667,0.00403724,0.0028401,0.00349749,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2,2.25,2.80499,-0.882397,0.00401172,0.0028401,0.00348642,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-1.5,0.75,3.02488,-1.07564,0.00283326,0.00337262,0.00347929,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-1.75,-0.25,3.036,-1.08637,0.00278275,0.00337262,0.00344814,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-1.5,0.5,3.0562,-1.10609,0.00266376,0.00337262,0.00337361,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-1.75,1.75,2.86242,-0.929412,0.00372126,0.0028401,0.00335783,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-3.25,1.75,1.46675,-0.489109,0.00633618,0.00215847,0.00332998,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3.75,1.5,0.90984,-0.801338,0.0063345,0.00215847,0.00332954,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3.5,1.75,1.25771,-0.561417,0.00633385,0.00215847,0.00332937,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3.5,2,1.41999,-0.501467,0.00633327,0.00215847,0.00332921,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3.25,2,1.60807,-0.463957,0.0063304,0.00215847,0.00332846,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3.75,1.75,1.06646,-0.671331,0.00633037,0.00215847,0.00332845,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3.75,2,1.25373,-0.563243,0.00632851,0.00215847,0.00332797,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3.75,2.25,1.45992,-0.490785,0.00632729,0.00215847,0.00332764,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3.5,2.25,1.60495,-0.464321,0.00632648,0.00215847,0.00332743,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-4,1.5,0.712949,-1.03657,0.00632628,0.00215847,0.00332738,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-4,1.75,0.904331,-0.806709,0.00632551,0.00215847,0.00332718,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-4,2,1.11908,-0.636305,0.00632117,0.00215847,0.00332603,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3.25,2.25,1.77353,-0.456254,0.00631972,0.00215847,0.00332565,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3,2,1.81118,-0.457613,0.00631908,0.00215847,0.00332548,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-4.25,1.5,0.560163,-1.30307,0.00630849,0.00215847,0.0033227,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3,2.25,1.95957,-0.473802,0.00628179,0.00215847,0.00331566,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3.25,2.5,1.95702,-0.47338,0.00627748,0.00215847,0.00331452,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-2.75,2,2.02482,-0.486294,0.00625598,0.00215847,0.00330884,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-4.25,1.25,0.359533,-1.8661,0.00624486,0.00215847,0.0033059,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-3,2.5,2.12707,-0.51236,0.00616923,0.00215847,0.00328582,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-2.75,2.25,2.15857,-0.521977,0.00614461,0.00215847,0.00327925,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-1.5,0.25,3.10739,-1.15739,0.00238919,0.00337262,0.00319502,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-2.5,2.25,2.36726,-0.604411,0.00579387,0.00215847,0.00318429,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-1.75,0,2.9414,-0.998059,0.00331981,0.0028401,0.00317155,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.5,2.5,2.50768,-0.678102,0.00536746,0.00215847,0.00306487,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-2.25,2.25,2.5833,-0.723851,0.00509362,0.00215847,0.00298566,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-1.5,1,3.01403,-1.06527,0.00288766,0.0028401,0.00295792,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-1.5,1.25,3.02389,-1.0747,0.00282419,0.0028401,0.00292524,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-1.5,2,3.17372,-1.22676,0.00199961,0.00337262,0.00292295,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-1.75,2.25,3.03108,-1.08162,0.00273769,0.0028401,0.00288009,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.75,2.5,2.3117,-0.579293,0.00590414,0.00192721,0.00287004,0.00641994,True,empty floor,0,0.00892857,0,0.00892857,0,0.00892857,27,0.973214
-1.5,1.5,3.05425,-1.10417,0.0026461,0.0028401,0.0028315,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2.25,2.5,2.71256,-0.811862,0.00448151,0.00215847,0.00280053,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-1.5,1.75,3.10451,-1.15445,0.00236412,0.0028401,0.00267639,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-1.25,0.75,3.27405,-1.33787,0.00157117,0.00337262,0.00259095,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-1.25,0.5,3.30301,-1.37132,0.00145251,0.00337262,0.0024912,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-1.5,0,3.17747,-1.23079,0.00202999,0.0028401,0.00248005,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-2,2.5,2.92446,-0.982951,0.00332267,0.00215847,0.00241141,0.00719034,True,empty floor,0,0.01,0,0.01,0,0.01,24,0.97
-1.25,0.25,3.35043,-1.42742,0.0012676,0.00337262,0.00232723,0.0112349,True,empty floor,0,0.015625,0,0.015625,0,0.015625,15,0.953125
-1.5,-0.25,3.26524,-1.32782,0.0016191,0.0028401,0.00221488,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
-1.25,1,3.26403,-1.32645,0.00161002,0.0028401,0.00220866,0.00946097,True,empty floor,0,0.0131579,0,0.0131579,0,0.0131579,18,0.960526
