step,robot_id,robot_x,robot_z,robot_yaw,step_time,listen_s,behavior_flag,is_random,target_object,target_coordinate,target_coord_estimation_error,concentration,sound_active,sound_detected,sound_doa_deg,sound_level_db,n_doa_samples,doa_sigma_eff,gt_distance_from_source,Bayesian_entropy,visual_entropy,sound_entropy,fused_entropy,semantic_entropy,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target
0,0,-9.313139452335473e-13,2.0,270.0,1.9400653839111328,0.0,Initialization,False,oven,"-0.40, 0.25, -2.62",3.1016287917320398,6.1001765068167,False,False,,,,,2.6113076765591274,8.71711757669648,8.907083325907124,8.915879378835774,8.692097233881194,1.387597549301501,0.9749007208996359,,,,
1,0,-0.25,2.0,181.85960388183594,0.845379114151001,0.0,search,False,refrigerator,"-1.70, 0.95, 1.13",1.004030748706195,6.304793795117814,False,False,,,,,2.4429610195996605,8.554560706706567,8.897114747564379,8.915879378835774,8.521292938554744,1.3868763952678471,0.9557434075187596,,,,
2,0,-0.5,2.0,234.05789184570312,0.8874938488006592,0.0,search,False,refrigerator,"-1.94, 0.96, 1.08",0.9527556457682315,6.880457967443576,False,False,,,,,2.2895827796580748,8.397387617115605,8.88921130172526,8.915879378835774,8.370046920282888,1.3860851101619585,0.9387797394558113,,,,
3,0,-0.75,2.0,232.29205322265625,1.0196774005889893,0.0,search,False,refrigerator,"-1.94, 0.96, 1.08",0.9527556457682315,7.404560336918666,False,False,,,,,2.154372313814439,8.249843645442034,8.879811002123258,8.915879378835774,8.229325934911543,1.3790818197641257,0.9229965531438269,,,,
4,0,-1.0,2.0,225.61605834960938,0.9750313758850098,0.0,search,False,toaster,"-1.82, 0.99, 0.12",0.015537685786249101,7.67246794861992,False,False,,,,,2.0409436121935265,8.1052633725836,8.86989038542987,8.915879378835774,8.089774694401296,1.371729831145187,0.9073445647553893,,,,
5,0,-1.25,2.0,196.86685180664062,0.9823446273803711,0.0,search,False,toaster,"-1.82, 0.99, 0.12",0.015537685786249101,8.137456644363898,False,False,,,,,1.9530953867583998,7.944869891437082,8.858822186212537,8.915879378835774,7.947574057982792,1.361644281327494,0.891395421616906,,,,
6,0,-1.25,1.75,199.27438354492188,1.0506601333618164,0.0,search,False,toaster,"-1.82, 0.99, 0.12",0.015537685786249101,9.08562894585996,False,False,,,,,1.715832688511118,7.781821675192852,8.848923575224136,8.915879378835774,7.820103496916289,1.351477661659685,0.8770983954178876,,,,
7,0,-1.25,1.5,202.4427490234375,1.0781981945037842,0.0,search,False,toaster,"-1.82, 0.99, 0.12",0.015537685786249101,10.689079842402217,False,False,,,,,1.4827616262061947,7.584124534452009,8.83912001080715,8.915879378835774,7.678215036673716,1.3425092019615192,0.8611842657831391,,,,
8,0,-1.25,1.25,206.7675018310547,1.1250677108764648,0.0,search,False,toaster,"-1.82, 0.99, 0.12",0.015537685786249101,12.493976260616213,False,False,,,,,1.2562174434929596,7.34220392612857,8.82983374469574,8.915879378835774,7.48839844828503,1.33416757173092,0.839894544340825,,,,
9,0,-1.25,1.0,212.93223571777344,1.1296954154968262,0.0,search,False,toaster,"-1.83, 0.99, 0.12",0.014375331110187042,15.142305654182548,False,False,,,,,1.0404722439942045,7.0453901240333305,8.821955397424269,8.915879378835774,7.206602897294019,1.328419892090014,0.8082885143557258,,,,
10,0,-1.25,0.75,222.6337432861328,1.155813455581665,0.0,search,False,toaster,"-1.83, 0.99, 0.12",0.014375331110187042,18.592026926024342,False,False,,,,,0.8438499367237536,6.717136948060079,8.814062326399082,8.915879378835774,6.853234266739282,1.3193784429380866,0.768654888154641,,,,
11,0,-1.25,0.5,236.76828002929688,1.231001377105713,0.0,search,False,toaster,"-1.83, 0.99, 0.12",0.014375331110187042,23.231534795103695,False,False,,,,,0.6830687673250996,6.379246374255059,8.807159750327827,8.915879378835774,6.447012501775524,1.3118856144228603,0.7230932842226684,,,,
12,0,-1.25,0.0,281.6893615722656,1.1884033679962158,0.0,goal_navigation,False,toaster,"-1.83, 0.99, 0.12",0.014375331110187042,26.9852987305856,False,False,,,,,0.5921008286328664,6.060283907747438,8.79978081327026,8.915879378835774,6.028245711839669,1.3049717233914568,0.6761246373688414,,,,0.592
