step,fused_entropy,Bayesian_entropy,visual_entropy,sound_entropy,semantic_entropy,target_coord_estimation_error,step_time,min_gt_distance,any_sound_detected,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target,target_object
0,8.692136306936499,8.71711757669648,8.906878093594614,8.915879378835774,1.3870997249257626,3.119400772538864,1.7726311683654785,2.6113076765591274,False,0.9749051033114704,,,,,
1,8.521221873070687,8.554560706706567,8.89672744512165,8.915879378835774,1.3864556062366027,1.004030748706195,0.7655770778656006,2.4429610195996605,False,0.9557354368541692,,,,,
2,8.37024383745203,8.397387617115605,8.888801485179513,8.915879378835774,1.385664321130714,0.9527556457682315,0.7963521480560303,2.2895827796580748,False,0.9388018255743841,,,,,
3,8.229495739837393,8.249843645442034,8.879599584958351,8.915879378835774,1.3785839953883874,0.9527556457682315,0.8022570610046387,2.154372313814439,False,0.9230155983684912,,,,,
4,8.090901307306796,8.1052633725836,8.870298423239227,8.915879378835774,1.3712377970550347,0.015537685786249101,1.037402629852295,2.0409436121935265,False,0.9074709250231352,,,,,
5,7.948831103372678,7.944869891437082,8.85924146549612,8.915879378835774,1.3613651382117298,0.015537685786249101,0.9156825542449951,1.9530953867583998,False,0.891536411118499,,,,,
6,7.820910508842475,7.781821675192852,8.84949397922492,8.915879378835774,1.3513898286646588,0.015537685786249101,0.9547476768493652,1.715832688511118,False,0.8771889094201408,,,,,
7,7.67784142982955,7.584124534452009,8.839850470119085,8.915879378835774,1.342277061500757,0.015537685786249101,1.0520617961883545,1.4827616262061947,False,0.8611423622503195,,,,,
8,7.486966600696882,7.34220392612857,8.83101738057039,8.915879378835774,1.33484873390789,0.015537685786249101,1.0764472484588623,1.2562174434929596,False,0.8397339491233138,,,,,
9,7.20197434481717,7.0453901240333305,8.822315651867743,8.915879378835774,1.327463076624541,0.014375331110187042,1.1665198802947998,1.0404722439942045,False,0.8077693785217624,,,,,
10,6.846663746145479,6.717136948060079,8.814295733789947,8.915879378835774,1.3182182595144638,0.014375331110187042,1.2040302753448486,0.8438499367237536,False,0.7679179422725108,,,,,
11,6.44071867385098,6.379246374255059,8.80726171636174,8.915879378835774,1.3105293356797039,0.014375331110187042,1.0753507614135742,0.6830687673250996,False,0.7223873720341877,,,,,
12,6.023350954249856,6.060283907747438,8.799993241960575,8.915879378835774,1.3037414110874264,0.014375331110187042,1.1000659465789795,0.5882883358365854,False,0.6755756441196246,,,,0.592,toaster
