step,robot_id,robot_x,robot_z,robot_yaw,step_time,listen_s,behavior_flag,is_random,target_object,target_coordinate,target_coord_estimation_error,concentration,sound_active,sound_detected,sound_doa_deg,sound_level_db,n_doa_samples,doa_sigma_eff,gt_distance_from_source,Bayesian_entropy,visual_entropy,sound_entropy,fused_entropy,semantic_entropy,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target
0,1,-1.252075433731079,0.2506478428840637,270.0,2.9669699668884277,2.0,Initialization,False,GarbageCan,"0.21, 0.19, 4.05",0.9663447225665669,4.829623150146616,True,True,201.93819777087023,58.31330375650928,20.0,12.5,3.1297730468242264,8.446317224280877,8.472845918290158,6.718138562807132,6.202359753253715,1.2833381276129994,0.7178453619123311,,,,
1,1,-1.25,0.5,293.3214111328125,0.8327264785766602,0.0,search,False,GarbageCan,"0.12, 0.22, 3.97",0.87572362472111,5.328642862396651,False,False,,,,,2.903909935944894,8.38668501140756,8.41500958114894,6.718138562807132,6.109001346699886,1.218824750443949,0.7070402970972766,,,,
2,1,-0.5,3.75,67.09423065185547,0.8521332740783691,0.0,goal_navigation,False,GarbageCan,"0.10, 0.23, 3.95",0.8543647789617682,5.784481492649111,False,False,,,,,0.8530138584282136,8.35858953305482,8.382820878784257,6.718138562807132,5.955125198616631,1.1719595125082394,0.6892310626115546,,,,0.632
