step,robot_id,robot_x,robot_z,robot_yaw,step_time,listen_s,behavior_flag,is_random,target_object,target_coordinate,target_coord_estimation_error,concentration,sound_active,sound_detected,sound_doa_deg,sound_level_db,n_doa_samples,doa_sigma_eff,gt_distance_from_source,Bayesian_entropy,visual_entropy,sound_entropy,fused_entropy,semantic_entropy,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target
0,0,2.0,2.0,270.0,1.1429355144500732,0.0,Initialization,False,oven,"-0.30, 0.55, -2.80",3.3074596020489757,3.6265773058259643,False,False,,,,,4.257450139305565,8.755588717346656,8.9070371160261,8.915879378835774,8.732996241326209,1.3906112583708357,0.97948793049582,,,,
1,0,1.75,2.0,203.12652587890625,0.871387243270874,0.0,search,False,toaster,"-1.83, 0.99, 0.14",0.0068287721897625575,4.032202953703114,False,False,,,,,4.03423009387124,8.651643054879926,8.89876705586342,8.915879378835774,8.62044669856951,1.3943819928037502,0.9668644372906667,,,,
2,0,1.5,2.0,240.8140869140625,0.9697127342224121,0.0,search,False,toaster,"-1.85, 0.98, 0.16",0.03488660265176944,4.027351940670336,False,False,,,,,3.814333914580596,8.55346431285625,8.890550564774603,8.915879378835774,8.514268902734525,1.3928372574167927,0.9549555956247481,,,,
3,0,1.25,2.0,239.30882263183594,1.2025682926177979,0.0,search,False,toaster,"-1.85, 0.98, 0.16",0.03488660265176944,4.175723285307368,False,False,,,,,3.598371016660611,8.454669303581548,8.881436369407833,8.915879378835774,8.410533576273794,1.3852754935962217,0.9433206999455878,,,,
4,0,1.0,2.0,237.15310668945312,1.001662254333496,0.0,search,False,toaster,"-1.85, 0.98, 0.16",0.03488660265176944,4.561134851663423,False,False,,,,,3.387093848001041,8.351260523762878,8.87196132226494,8.915879378835774,8.30626564091512,1.3775477197695356,0.9316260671529792,,,,
5,0,0.75,2.0,234.7132568359375,1.0247306823730469,0.0,search,False,toaster,"-1.85, 0.98, 0.16",0.03488660265176944,4.726686931231487,False,False,,,,,3.181436074603713,8.231241721816671,8.862347998743905,8.915879378835774,8.190116979686872,1.3668899325376562,0.9185988988509991,,,,
6,0,0.5,2.0,231.9398193359375,1.0021908283233643,0.0,search,False,toaster,"-1.85, 0.98, 0.16",0.03488660265176944,5.143497351930089,False,False,,,,,2.982560352853445,8.091660640365154,8.853204249579381,8.915879378835774,8.063557367542334,1.3574194591473354,0.9044040441690301,,,,
7,0,0.25,2.0,228.77545166015625,1.0065009593963623,0.0,search,False,toaster,"-1.85, 0.98, 0.16",0.03488660265176944,5.377130102511762,False,False,,,,,2.79191637053058,7.910563206816449,8.844264672921792,8.915879378835774,7.901357709022017,1.347943314505803,0.8862118219968301,,,,
8,0,0.0,2.0,225.15525817871094,0.9952363967895508,0.0,search,False,toaster,"-1.85, 0.98, 0.16",0.03488660265176944,6.052881071397573,False,False,,,,,2.611307676559779,7.657094191193747,8.835513611206043,8.915879378835774,7.6750681635839655,1.338562193161495,0.8608313142731376,,,,
9,0,-0.25,2.0,221.00909423828125,1.0816481113433838,0.0,search,False,toaster,"-1.85, 0.98, 0.16",0.03488660265176944,6.206493014575323,False,False,,,,,2.4429610195996605,7.357875990363772,8.826528642521248,8.915879378835774,7.3900196264779945,1.3291487293677715,0.8288604312010079,,,,
10,0,-0.5,2.0,216.267333984375,1.070277452468872,0.0,search,False,toaster,"-1.85, 0.98, 0.16",0.03488660265176944,6.695856415989246,False,False,,,,,2.2895827796580748,7.049762080238107,8.81805780507355,8.915879378835774,7.060955185025447,1.3198662675360389,0.7919527491350449,,,,
11,0,-0.75,2.0,210.87208557128906,1.104212760925293,0.0,search,False,toaster,"-1.85, 0.98, 0.16",0.03488660265176944,7.142891242171453,False,False,,,,,2.154372313814439,6.786094094274923,8.809477540942899,8.915879378835774,6.7528010404414385,1.3121404078242969,0.7573903541664123,,,,
12,0,-1.0,2.0,204.79489135742188,1.1090326309204102,0.0,search,False,toaster,"-1.85, 0.98, 0.16",0.03488660265176944,7.740208021705546,False,False,,,,,2.0409436121935265,6.555767777123231,8.799677005940136,8.915879378835774,6.463829332694473,1.302334567133603,0.7249794504889896,,,,
13,0,-1.25,0.25,261.46923828125,1.1623282432556152,0.0,goal_navigation,False,toaster,"-1.85, 0.98, 0.16",0.03488660265176944,7.9971602749813036,False,False,,,,,0.5882883358365854,6.362173072523795,8.789460391595558,8.915879378835774,6.207228701418375,1.2911160262409127,0.6961992684819058,,,,0.607
