team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,7,4.208,"[2.708, 1.5]",12.0,0.03316608829676981,0.5405834715211383,clock,True
