step,phase,time,robot_x,robot_y,n_detections,n_depth_rejected,n_doa_samples,chemicalConc,H_fused,trigger,peak_object,q_s_map,L0_map,init_view,robot_yaw,yolo_raw,det_no_depth,det_off_class,best_detection,best_sim,level_db
0,pre_sensing,0.74,0.0,0.0,0,0,0,,8.725,1.0,unobserved,,,,,,,,,,
1,Initialization,67.91,0.6685251678541775,6.526541215575627,1,0,60,,,,,,,0.0,-177.5,13.0,0.0,3.0,,,
1,Initialization,95.06,0.6079396700016808,6.374499867833225,2,0,59,,,,,,,1.0,-108.2,4.0,0.0,2.0,,,
1,Initialization,122.2,0.5513330961212519,6.2275030587326725,1,0,60,,,,,,,2.0,-40.1,1.0,0.0,0.0,,,
1,Initialization,149.38,0.4438998924811004,6.152424770432407,1,0,60,,,,,,,3.0,31.3,1.0,0.0,0.0,,,
1,Initialization,177.67,0.400438827546914,6.081879274106058,0,0,61,,,,,,,4.0,100.4,0.0,0.0,0.0,,,
1,Initialization,205.16,0.37591791019123677,6.060255326776926,1,0,58,,,,,,,5.0,173.5,11.0,0.0,2.0,,,
1,Initialization,210.26,0.37591791019123677,6.060255326776926,1,0,58,,6.826,0.7824,empty floor,,80.0,,173.5,11.0,0.0,2.0,,,63.33984213708791
2,search,257.42,0.37160380763101614,6.065833527518355,1,0,59,,5.028,0.5763,clock,,80.0,,176.7,11.0,0.0,1.0,clock,0.08375445008277893,56.31505321200887
