x,y,dist_robot,snd_loglik,snd_post,vis_post,fused,vis_like,observed,mle_class,vis_phrase_source,ev_tv,post_tv,sim_tv,ev_chair,post_chair,sim_chair,ev_couch,post_couch,sim_couch,ev_toilet,post_toilet,sim_toilet,ev_microwave,post_microwave,sim_microwave,ev_oven,post_oven,sim_oven,ev_sink,post_sink,sim_sink,ev_refrigerator,post_refrigerator,sim_refrigerator,ev_clock,post_clock,sim_clock,ev_empty_floor,post_empty_floor,sim_empty_floor
-2.25,5.75,2.64056,-0.0315778,0.0771736,0.0062676,0.202477,0.0812415,True,clock,sound_similarity,0,0.04,0.15149,0,0.04,0,0,0.04,0.0603777,0,0.04,0,0,0.04,0.0728492,0,0.04,0.0600808,0,0.04,0,0,0.04,0,1,0.44,0.153294,0.5,0.24,0
-2.25,5.5,2.68197,-0.0248165,0.0162274,0.00687383,0.101827,0.0890995,True,clock,sound_similarity,0,0.025,0.15149,0,0.025,0,0,0.025,0.0603777,0,0.025,0,0,0.025,0.0728492,0,0.025,0.0600808,0,0.025,0,0,0.025,0,2,0.525,0.153294,1,0.275,0
-2.25,6.25,2.62806,-0.726856,0.184074,0.00128089,0.0639072,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-2.25,6,2.62243,-0.268684,0.184021,0.00128089,0.0638979,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-2,6,2.37252,-0.258994,0.102686,0.00128089,0.0477319,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-2,6.25,2.37874,-0.770522,0.0995327,0.00128089,0.0469933,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-2.25,6.5,2.65731,-1.35236,0.0708985,0.00128089,0.0396617,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-1.75,6,2.12262,-0.24726,0.0474764,0.00128089,0.0324558,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-1.75,6.25,2.12958,-0.825862,0.0438003,0.00128089,0.0311739,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-2,5.75,2.39254,-0.0175631,0.0381432,0.00128089,0.0290912,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-2,6.5,2.41102,-1.47662,0.0315918,0.00128089,0.0264752,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-2,7,2.54896,-2.69288,0.000556256,0.0078345,0.0214877,0.101552,True,clock,sound_similarity,0,0.05,0.15149,0,0.05,0,0,0.05,0.0603777,0,0.05,0,0,0.05,0.0728492,0,0.05,0.0600808,0,0.05,0,0,0.05,0,1,0.55,0.153294,0,0.05,0
-1.5,6,1.87276,-0.232773,0.0171253,0.00128089,0.0194927,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-1.75,5.75,2.14498,-0.0059099,0.0151164,0.00128089,0.0183137,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-1.5,6.25,1.88064,-0.898065,0.0145926,0.00128089,0.0179937,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-2.25,6.75,2.70941,-2.0219,0.0127469,0.00128089,0.0168172,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-1.75,6.5,2.16557,-1.63092,0.0108248,0.00128089,0.0154975,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-1.5,5.75,1.89807,-4.48273e-05,0.00444313,0.00128089,0.00992881,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-1.25,6,1.62294,-0.214469,0.00441385,0.00128089,0.00989604,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-0.25,6,0.62508,-0.0527305,0.00333648,0.00128089,0.00860393,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
-1.25,6.25,1.63203,-0.995759,0.00329671,0.00128089,0.0085525,0.0166031,True,empty floor,sound_similarity,0,0.0333333,0.15149,0,0.0333333,0,0,0.0333333,0.0603777,0,0.0333333,0,0,0.0333333,0.0728492,0,0.0333333,0.0600808,0,0.0333333,0,0,0.0333333,0,0,0.0333333,0.153294,2,0.7,0
0,6,0.37739,-0.000522404,0.00216868,0.00153707,0.00832398,0.0199237,True,empty floor,sound_similarity,0,0.04,0.15149,0,0.04,0,0,0.04,0.0603777,0,0.04,0,0,0.04,0.0728492,0,0.04,0.0600808,0,0.04,0,0,0.04,0,0,0.04,0.153294,1.5,0.64,0
