step,robot_id,robot_x,robot_z,robot_yaw,step_time,listen_s,behavior_flag,is_random,target_object,target_coordinate,target_coord_estimation_error,concentration,sound_active,sound_detected,sound_doa_deg,sound_level_db,n_doa_samples,doa_sigma_eff,gt_distance_from_source,Bayesian_entropy,visual_entropy,sound_entropy,fused_entropy,semantic_entropy,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target
0,0,1.5,2.0,270.0,1.1629643440246582,0.0,Initialization,False,refrigerator,"-1.90, 1.26, 0.71",0.5806399331421267,4.0214471272268115,False,False,,,,,3.814333914580596,8.74359005578814,8.904861938842089,8.915879378835774,8.70821991483486,1.3905488160584172,0.976709031697552,,,,
1,0,1.25,2.0,247.729736328125,0.8548047542572021,0.0,search,False,refrigerator,"-1.70, 0.96, 1.10",0.9742780770241547,4.167055632682305,False,False,,,,,3.598371016660611,8.63199095723251,8.896722174464582,8.915879378835774,8.583441667725904,1.3919124982719144,0.9627139739127696,,,,
2,0,1.0,2.0,251.56503295898438,0.8914487361907959,0.0,search,False,toaster,"-1.81, 1.00, 0.13",0.017209886902678502,4.500544377077029,False,False,,,,,3.387093848001041,8.532916254301508,8.886826661138953,8.915879378835774,8.474367745351447,1.3875539885794812,0.9504803043284353,,,,
3,0,0.75,2.0,233.85302734375,0.9704670906066895,0.0,search,False,toaster,"-1.81, 1.00, 0.13",0.017209886902678502,4.781192715761483,False,False,,,,,3.181436074603713,8.43098717690161,8.876519781914865,8.915879378835774,8.364727905011321,1.3817020768897716,0.9381831617044127,,,,
4,0,0.5,2.0,231.0089874267578,1.1031975746154785,0.0,search,False,toaster,"-1.81, 1.00, 0.13",0.017209886902678502,5.21260524989121,False,False,,,,,2.982560352853445,8.320203709080898,8.868087713035186,8.915879378835774,8.256178751828433,1.37585030513651,0.9260083499364833,,,,
5,0,0.25,2.0,227.7678680419922,1.081380844116211,0.0,search,False,toaster,"-1.90, 0.98, 0.18",0.08650554522313067,5.6054759243616195,False,False,,,,,2.79191637053058,8.190300023468184,8.858973864506705,8.915879378835774,8.133035517847983,1.366439347596046,0.9121966743015747,,,,
6,0,0.0,2.0,226.2319793701172,1.101322889328003,0.0,search,False,toaster,"-1.90, 0.98, 0.18",0.08650554522313067,5.980249210097559,False,False,,,,,2.611307676559779,8.02596779705629,8.850215584711037,8.915879378835774,7.983875865232264,1.3571773278818768,0.8954670118333061,,,,
7,0,-0.25,2.0,222.19525146484375,1.1400914192199707,0.0,search,False,toaster,"-1.90, 0.98, 0.18",0.08650554522313067,6.241929344252245,False,False,,,,,2.4429610195996605,7.816884785570202,8.841734216454645,8.915879378835774,7.7988068370593435,1.3481717613249113,0.8747097740657976,,,,
8,0,-0.5,2.0,217.56858825683594,1.3483939170837402,0.0,search,False,toaster,"-1.90, 0.98, 0.18",0.08650554522313067,6.733228476201368,False,False,,,,,2.2895827796580748,7.573944167406058,8.832993365151642,8.915879378835774,7.579531796151246,1.339899421679108,0.8501160092119789,,,,
9,0,-0.75,2.0,212.28749084472656,1.125305414199829,0.0,search,False,toaster,"-1.90, 0.98, 0.18",0.08650554522313067,7.302413321371804,False,False,,,,,2.154372313814439,7.306896805708746,8.823964228720826,8.915879378835774,7.326603904969315,1.3299838498147287,0.8217477596613713,,,,
10,0,-1.0,2.0,206.31265258789062,1.1856117248535156,0.0,search,False,toaster,"-1.90, 0.98, 0.18",0.08650554522313067,7.542264873672357,False,False,,,,,2.0409436121935265,7.03496494147208,8.8139331925012,8.915879378835774,7.056448943578161,1.3203735338747018,0.7914473316371385,,,,
11,0,-1.25,2.0,199.65382385253906,1.1980605125427246,0.0,search,False,toaster,"-1.90, 0.98, 0.18",0.08650554522313067,8.007235144166662,False,False,,,,,1.9530953867583998,6.770592303089657,8.80535517011446,8.915879378835774,6.7724414832345765,1.3121238756207172,0.7595932151472101,,,,
12,0,-1.25,1.75,202.49017333984375,1.5259220600128174,0.0,search,False,toaster,"-1.90, 0.98, 0.18",0.08650554522313067,9.340206687952428,False,False,,,,,1.715832688511118,6.5202860506418014,8.797810376667783,8.915879378835774,6.460261448970124,1.304002250653374,0.7245792786637831,,,,
13,0,-1.25,0.25,263.8533630371094,1.2261288166046143,0.0,goal_navigation,False,toaster,"-1.90, 0.98, 0.18",0.08650554522313067,10.74493866969249,False,False,,,,,0.5882883358365854,6.291075095742641,8.791257518156417,8.915879378835774,6.097769633804749,1.297775928578168,0.6839224012248795,,,,0.654
