step,fused_entropy,Bayesian_entropy,visual_entropy,sound_entropy,semantic_entropy,target_coord_estimation_error,step_time,min_gt_distance,any_sound_detected,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target,target_object
0,8.70821991483486,8.74359005578814,8.904861938842089,8.915879378835774,1.3905488160584172,0.5806399331421267,1.1629643440246582,2.84317945459342,False,0.976709031697552,,,,,
1,8.583441667725904,8.63199095723251,8.896722174464582,8.915879378835774,1.3919124982719144,0.9742780770241547,0.8548047542572021,2.707243835681557,False,0.9627139739127696,,,,,
2,8.474367745351447,8.532916254301508,8.886826661138953,8.915879378835774,1.3875539885794812,0.017209886902678502,0.8914487361907959,2.4956562157995985,False,0.9504803043284353,,,,,
3,8.364727905011321,8.43098717690161,8.876519781914865,8.915879378835774,1.3817020768897716,0.017209886902678502,0.9704670906066895,2.2918182103043327,False,0.9381831617044127,,,,,
4,8.256178751828433,8.320203709080898,8.868087713035186,8.915879378835774,1.37585030513651,0.017209886902678502,1.1031975746154785,2.0979898643000965,False,0.9260083499364833,,,,,
5,8.133035517847983,8.190300023468184,8.858973864506705,8.915879378835774,1.366439347596046,0.08650554522313067,1.081380844116211,1.9172094909866577,False,0.9121966743015747,,,,,
6,7.983875865232264,8.02596779705629,8.850215584711037,8.915879378835774,1.3571773278818768,0.08650554522313067,1.101322889328003,1.7535173206879655,False,0.8954670118333061,,,,,
7,7.7988068370593435,7.816884785570202,8.841734216454645,8.915879378835774,1.3481717613249113,0.08650554522313067,1.1400914192199707,1.6121270903920957,False,0.8747097740657976,,,,,
8,7.579531796151246,7.573944167406058,8.832993365151642,8.915879378835774,1.339899421679108,0.08650554522313067,1.3483939170837402,1.4033721995214727,False,0.8501160092119789,,,,,
9,7.326603904969315,7.306896805708746,8.823964228720826,8.915879378835774,1.3299838498147287,0.08650554522313067,1.125305414199829,1.2103525540946276,False,0.8217477596613713,,,,,
10,7.056448943578161,7.03496494147208,8.8139331925012,8.915879378835774,1.3203735338747018,0.08650554522313067,1.1856117248535156,1.0418507954678733,False,0.7914473316371385,,,,,
11,6.7724414832345765,6.770592303089657,8.80535517011446,8.915879378835774,1.3121238756207172,0.08650554522313067,1.1980605125427246,0.9115661549392301,False,0.7595932151472101,,,,,
12,6.460261448970124,6.5202860506418014,8.797810376667783,8.915879378835774,1.304002250653374,0.08650554522313067,1.5259220600128174,0.8375276888821912,False,0.7245792786637831,,,,,
13,6.097769633804749,6.291075095742641,8.791257518156417,8.915879378835774,1.297775928578168,0.08650554522313067,1.2261288166046143,0.8348367531787256,False,0.6839224012248795,,,,0.654,toaster
