team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,14,7.854,"[4.5, 3.354]",0.0,0.08650554522313067,0.5882883358365854,toaster,True
