step,robot_id,robot_x,robot_z,robot_yaw,step_time,listen_s,behavior_flag,is_random,target_object,target_coordinate,target_coord_estimation_error,concentration,sound_active,sound_detected,sound_doa_deg,sound_level_db,n_doa_samples,doa_sigma_eff,gt_distance_from_source,Bayesian_entropy,visual_entropy,sound_entropy,fused_entropy,semantic_entropy,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target
0,0,-2.5,0.75,270.0,2.9750771522521973,2.0,Initialization,False,GarbageCan,"0.21, 0.19, 4.05",0.9663447225665669,4.39502471282262,True,True,204.1214420132691,63.08043482348292,20.0,12.5,3.4650653653386736,8.446317224280877,8.62300463665014,6.718138562807132,6.399073422861511,1.4677384808308296,0.740612502318631,,,,
1,0,-2.25,0.75,36.70285415649414,0.809863805770874,0.0,search,False,GarbageCan,"0.12, 0.22, 3.97",0.87572362472111,4.748692510870051,False,False,,,,,3.2855235881180658,8.38668501140756,8.611236336945915,6.718138562807132,6.32502375416383,1.4605858355973445,0.7320421817728274,,,,
2,0,-2.0,0.75,33.36030960083008,0.8393754959106445,0.0,search,False,GarbageCan,"0.10, 0.23, 3.95",0.8543647789617682,4.8685280741000385,False,False,,,,,3.115710594726472,8.35858953305482,8.600932392068255,6.718138562807132,6.242702141435299,1.4511892835863924,0.7225144874382124,,,,
3,0,-1.75,0.75,30.03329086303711,1.0683109760284424,0.0,search,False,GarbageCan,"0.10, 0.23, 3.95",0.8543647789617682,5.324972121202883,False,False,,,,,2.957302786679335,8.339251395863995,8.59032661727219,6.718138562807132,6.174729408478782,1.4403956756443363,0.7146474959977782,,,,
4,0,-0.5,3.75,71.5650405883789,2.877365827560425,2.0,goal_navigation,False,GarbageCan,"0.10, 0.23, 3.95",0.8543647789617682,5.464884675849146,True,True,7.618558821533231,64.52957379243244,20.0,12.5,0.8530138584282136,8.305675294622468,8.580998110710386,5.905986095896502,5.453227968517628,1.4305827026618736,0.6311427521754803,,,,0.632
