team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,13,7.949,"[3.618, 4.33]",16.0,3.7772427574971643,2.6826506101470815,toilet,True
