x,y,dist_robot,snd_loglik,snd_post,vis_post,fused,vis_like,observed,mle_class,ev_chair,post_chair,ev_couch,post_couch,ev_toilet,post_toilet,ev_microwave,post_microwave,ev_oven,post_oven,ev_sink,post_sink,ev_refrigerator,post_refrigerator,ev_tv,post_tv,ev_empty_floor,post_empty_floor
-0.25,6.75,0.620738,-2.77058,0.0546481,0.00195873,0.0335981,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-1,7,1.40939,-2.53788,0.0539212,0.00195873,0.0333739,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-1.25,7,1.65136,-2.71279,0.0527111,0.00195873,0.0329973,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-2,7.25,2.43989,-2.59884,0.0501261,0.00195873,0.032178,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-2.25,7.25,2.6821,-2.69797,0.0491549,0.00195873,0.0318648,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-1.75,7.25,2.19942,-2.45139,0.048826,0.00195873,0.031758,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-1.5,7,1.89542,-2.80682,0.0480182,0.00195873,0.0314942,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-1.75,7,2.14084,-2.86079,0.0426863,0.00195873,0.0296942,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-0.5,6.75,0.866561,-2.9039,0.041461,0.00195873,0.0292649,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-2,7,2.38722,-2.89388,0.0377535,0.00195873,0.0279259,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-2.25,7,2.63428,-2.91539,0.0335048,0.00195873,0.0263076,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-0.75,6.75,1.11424,-2.94303,0.0299894,0.00195873,0.0248892,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-0.75,7,1.1708,-2.1995,0.0453447,0.00139909,0.0218606,0.052792,True,empty floor,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,2.5,0.746032
-1,6.75,1.36277,-2.95936,0.0230036,0.00195873,0.0217984,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-1.5,7.25,1.96133,-2.23091,0.0436808,0.00139909,0.0214558,0.052792,True,empty floor,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,2.5,0.746032
-2.25,7.5,2.75189,-2.24412,0.0422052,0.00139909,0.0210903,0.052792,True,empty floor,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,2.5,0.746032
-1.25,6.75,1.61176,-2.9678,0.0186726,0.00195873,0.0196395,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-2,7.5,2.5164,-2.02803,0.0359487,0.00139909,0.0194644,0.052792,True,empty floor,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,2.5,0.746032
-1.25,7.25,1.72662,-1.90663,0.03311,0.00139909,0.0186801,0.052792,True,empty floor,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,2.5,0.746032
-1.5,6.75,1.86102,-2.97279,0.0158305,0.00195873,0.0180832,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-1.75,6.75,2.11045,-2.97604,0.0138619,0.00195873,0.0169215,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-1.75,7.5,2.284,-1.74834,0.0270405,0.00139909,0.0168813,0.052792,True,empty floor,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,2.5,0.746032
-2.25,7.75,2.84202,-1.65112,0.0236822,0.00139909,0.0157983,0.052792,True,empty floor,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,2.5,0.746032
-2.25,6.75,2.60964,-2.97993,0.0113615,0.00195873,0.0153195,0.0739087,True,empty floor,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,0,0.0444444,1.5,0.644444
-0.5,7,0.938163,-1.57051,0.0209681,0.00139909,0.0148655,0.052792,True,empty floor,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,2.5,0.746032
0,6.75,0.380399,-2.03012,0.0207225,0.00139909,0.0147782,0.052792,True,empty floor,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,2.5,0.746032
-1,7.25,1.49686,-1.45257,0.0179798,0.00139909,0.0137655,0.052792,True,empty floor,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,2.5,0.746032
-1.5,7.5,2.05573,-1.39917,0.0165938,0.00139909,0.0132243,0.052792,True,empty floor,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,2.5,0.746032
-2.25,6.5,2.60883,-2.99326,0.00195571,0.00344985,0.0111945,0.110817,True,tv,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,1,0.37037,1,0.37037
-1.75,7.75,2.39184,-1.04868,0.0087405,0.00139909,0.00959771,0.052792,True,empty floor,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,0,0.031746,2.5,0.746032
