x,y,dist_robot,snd_loglik,snd_post,vis_post,fused,vis_like,observed,mle_class,ev_chair,post_chair,ev_couch,post_couch,ev_toilet,post_toilet,ev_microwave,post_microwave,ev_oven,post_oven,ev_sink,post_sink,ev_refrigerator,post_refrigerator,ev_tv,post_tv,ev_empty_floor,post_empty_floor
-2.25,7.5,2.7847,-0.121894,0.0551099,0.00258141,0.0637627,0.0664901,True,empty floor,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,1,0.222222,3,0.622222
-2,7.5,2.54951,-0.0549947,0.050188,0.00234673,0.055317,0.0604456,True,empty floor,0,0.020202,0,0.020202,0,0.020202,0,0.020202,0,0.020202,0,0.020202,0,0.020202,1,0.20202,3.5,0.656566
-0.25,6.75,0.652392,-0.463612,0.0507028,0.00203563,0.0482292,0.0615906,True,empty floor,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,2,0.703704
-1.25,7,1.68316,-0.441159,0.0500162,0.00203563,0.0479015,0.0615906,True,empty floor,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,2,0.703704
-2.25,7.25,2.71393,-0.435839,0.0468906,0.00203563,0.0463806,0.0615906,True,empty floor,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,2,0.703704
-1.5,7,1.9268,-0.597615,0.0389643,0.00203563,0.0422792,0.0615906,True,empty floor,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,2,0.703704
-1.75,7,2.1719,-0.733279,0.0302434,0.00203563,0.0372485,0.0615906,True,empty floor,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,2,0.703704
-2,7.25,2.47201,-0.32953,0.0531805,0.00152672,0.0370451,0.046193,True,empty floor,0,0.0277778,0,0.0277778,0,0.0277778,0,0.0277778,0,0.0277778,0,0.0277778,0,0.0277778,0,0.0277778,3,0.777778
-0.5,6.75,0.897316,-0.824107,0.0268248,0.00203563,0.0350802,0.0615906,True,empty floor,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,2,0.703704
-2,7,2.41799,-0.849722,0.0238084,0.00203563,0.033049,0.0615906,True,empty floor,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,2,0.703704
-1,7,1.44169,-0.26713,0.0608902,0.00122138,0.0317116,0.0369544,True,empty floor,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,4,0.822222
-1.75,7.25,2.23188,-0.219521,0.057825,0.00122138,0.0309031,0.0369544,True,empty floor,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,0,0.0222222,4,0.822222
-2.25,7,2.66482,-0.949656,0.0191196,0.00203563,0.0296164,0.0615906,True,empty floor,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,2,0.703704
-0.75,6.75,1.14444,-1.06666,0.0152239,0.00203563,0.0264275,0.0615906,True,empty floor,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,2,0.703704
-0.75,7,1.2037,-0.0951218,0.0608159,0.000939521,0.0243787,0.0284264,True,empty floor,0,0.017094,0,0.017094,0,0.017094,0,0.017094,0,0.017094,0,0.017094,0,0.017094,0,0.017094,5.5,0.863248
-1.5,7.25,1.99418,-0.113469,0.0575193,0.000939521,0.0237087,0.0284264,True,empty floor,0,0.017094,0,0.017094,0,0.017094,0,0.017094,0,0.017094,0,0.017094,0,0.017094,0,0.017094,5.5,0.863248
-1.25,7.25,1.75988,-0.0285401,0.0474642,0.000939521,0.021537,0.0284264,True,empty floor,0,0.017094,0,0.017094,0,0.017094,0,0.017094,0,0.017094,0,0.017094,0,0.017094,0,0.017094,5.5,0.863248
-1,6.75,1.39259,-1.23412,0.00987698,0.00203563,0.0212866,0.0615906,True,empty floor,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,0,0.037037,2,0.703704
