x,y,dist_robot,snd_loglik,snd_post,vis_post,fused,vis_like,observed,mle_class,ev_chair,post_chair,ev_couch,post_couch,ev_toilet,post_toilet,ev_microwave,post_microwave,ev_oven,post_oven,ev_sink,post_sink,ev_refrigerator,post_refrigerator,ev_tv,post_tv,ev_empty_floor,post_empty_floor
-2.25,1.75,5.63248,-2.99567,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
1.5,5.5,1.5058,-2.99573,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
-1.5,6,2.12937,-0.829519,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-1.75,6,2.36867,-0.640368,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-2,6,2.60998,-0.50215,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-2.25,6,2.85279,-0.399191,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
2,5.75,1.72546,-2.99573,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
1.75,5.75,1.51776,-2.99573,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
1.5,5.75,1.32476,-2.99573,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
1.25,5.75,1.15385,-2.99573,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
1,5.75,1.01625,-2.99573,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
0.75,5.75,0.926905,-2.99573,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
0.5,5.75,0.900302,-2.99573,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
0.25,5.75,0.941771,-2.99573,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
0,5.75,1.04323,-2.99565,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
-0.25,5.75,1.18942,-2.99165,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
-0.5,5.75,1.36605,-2.94391,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
-0.75,5.75,1.56285,-2.74635,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-1,5.75,1.7731,-2.37494,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-1.25,5.75,1.99255,-1.953,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-1.5,5.75,2.21848,-1.57771,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-1.75,5.75,2.44909,-1.27406,0.00236407,0.00236407,0.00236407,0.166225,True,tv,0,0.0555556,0,0.0555556,0,0.0555556,0,0.0555556,0,0.0555556,0,0.0555556,0,0.0555556,1,0.555556,0,0.0555556
-2,5.75,2.68318,-1.03556,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-2.25,5.75,2.9199,-0.849052,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
2,5.5,1.86806,-2.99573,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
-1.25,6,1.89284,-1.09302,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-1,6,1.66025,-1.46303,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-0.75,6,1.43355,-1.9668,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-2,6.25,2.55921,-0.138161,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
0.5,6.25,0.400837,-2.99573,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
0.25,6.25,0.486888,-2.99528,0.00236407,0.00236407,0.00236407,0.184772,False,chair,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111,0,0.111111
0,6.25,0.662156,-2.84062,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-0.25,6.25,0.874551,-1.99808,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-0.5,6.25,1.10283,-1.2369,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-0.75,6.25,1.33889,-0.787564,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-1,6.25,1.57924,-0.523972,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
-1.25,6.25,1.8222,-0.361777,0.00236407,0.00236407,0.00236407,0.123181,True,empty floor,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0,0.0740741,0.5,0.407407
