step,fused_entropy,Bayesian_entropy,visual_entropy,sound_entropy,semantic_entropy,target_coord_estimation_error,step_time,min_gt_distance,any_sound_detected,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target,target_object
0,8.480052520862932,8.698269093772707,8.814098859695765,8.915879378835774,1.3769774471013085,0.26829624855372647,1.3379085063934326,3.9689128191877625,False,0.9511179055419487,,,,,
1,8.231913136126774,8.533654043177215,8.768229452384201,8.915879378835774,1.3221552994052512,0.22523908251338104,1.069690227508545,3.809038615046854,False,0.9232867321721987,,,,,
2,8.04081551091278,8.39161654545517,8.736233175130838,8.915879378835774,1.2828443927938276,0.24214162009623025,1.1401872634887695,3.5786553946598167,False,0.9018533303624328,,,,,
3,7.865593381519314,8.258399745237547,8.70762592688111,8.915879378835774,1.2499359026437211,0.2532242983244865,1.544281244277954,3.4860470693265206,False,0.8822005152055338,,,,,
4,7.690793560713651,8.118334605981968,8.685826364610591,8.915879378835774,1.2256748068047094,0.15650265711692593,1.3024067878723145,3.409292288055138,False,0.8625950659415389,,,,,
5,7.542821709997524,7.995211734262673,8.66958451299685,8.915879378835774,1.2041376288081487,0.1365031238400094,1.407538890838623,3.1695856461376763,False,0.8459986266640652,,,,,
6,7.394065320731389,7.87570257732714,8.652648072519714,8.915879378835774,1.182325594743484,0.1465028745498517,1.4650442600250244,2.931598954668211,False,0.8293141939855291,,,,,
7,7.247737021838497,7.7521905676046385,8.63844081281076,8.915879378835774,1.1602704493485114,0.12650341254208294,1.643810510635376,2.683657238004424,False,0.8129020945531117,,,,,
8,7.062579274393421,7.600866588402287,8.624572417165062,8.915879378835774,1.1413765641111795,0.1983500524855256,1.378577470779419,2.4336733361167737,False,0.7921349060821015,,,,,
9,6.884576244620198,7.402937344938383,8.621570501845808,8.915879378835774,1.1279757621027342,0.20565189828126895,1.493727684020996,2.183693120096769,False,0.7721701867078398,,,,,
10,6.691184825889785,7.155425594939755,8.615801751943886,8.915879378835774,1.1136337582760065,0.21230320922128512,1.5975990295410156,1.9337180194098043,False,0.7504795143116341,,,,,
11,6.3835616292000275,6.852079166183473,8.6082652753241,8.915879378835774,1.1011875135079414,0.22258160374228972,1.4288928508758545,1.6837503123748456,False,0.7159766701592127,,,,,
12,5.884648348621033,6.509859481666309,8.597944704481257,8.915879378835774,1.0903011637824067,0.22122964888381016,1.3992385864257812,1.4337938660262863,False,0.6600188381406125,,,,0.555,GarbageCan
