team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,13,8.331,"[4.0, 4.331]",0.0,0.22122964888381016,0.4344695542652694,GarbageCan,True
