team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,5,6.667,"[3.545, 3.122]",8.0,0.303127994988116,0.8530138584282136,toilet,True
