team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,14,11.295,"[5.5, 5.795]",0.0,0.23711310670346997,0.4344695542652694,GarbageCan,True
