step,robot_id,robot_x,robot_z,robot_yaw,step_time,listen_s,behavior_flag,is_random,target_object,target_coordinate,target_coord_estimation_error,concentration,sound_active,sound_detected,sound_doa_deg,sound_level_db,n_doa_samples,doa_sigma_eff,gt_distance_from_source,Bayesian_entropy,visual_entropy,sound_entropy,fused_entropy,semantic_entropy,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target
0,1,1.0,-1.75,270.0,2.0817630290985107,0.0,Initialization,False,Fridge,"-1.92, 1.36, 1.45",0.5791588483310296,3.110261264383099,False,False,,,,,4.783960440170364,8.658543225772341,8.769654734208315,8.915879378835774,8.435785075922688,1.3298049303456505,0.946152893897071,,,,
1,1,1.0,-1.5,308.8999328613281,1.1643903255462646,0.0,search,False,GarbageCan,"-2.01, 0.20, 2.18",0.16927115496800277,3.205299064631123,False,False,,,,,4.589038761649848,8.539023935985579,8.716545375037967,8.915879378835774,8.272931049445614,1.2758175364115152,0.9278872781840937,,,,
2,1,1.0,-1.25,310.3028869628906,1.2639992237091064,0.0,search,False,Fridge,"-1.88, 1.33, 1.06",0.9704772866398031,3.2315538568889943,False,False,,,,,4.399690445785308,8.454906355221752,8.67466655829973,8.915879378835774,8.15387691077771,1.2344719140408456,0.9145342331720098,,,,
3,1,0.75,-1.25,310.8424072265625,1.500075340270996,0.0,search,False,Fridge,"-1.88, 1.33, 1.06",0.9704772866398031,3.524271478795255,False,False,,,,,4.237101102707692,8.37165182817932,8.641255480084887,8.915879378835774,8.03604171784237,1.2007118417302665,0.901317904425453,,,,
4,1,0.5,-1.25,313.8163757324219,1.3964598178863525,0.0,search,False,GarbageCan,"-2.09, 0.18, 2.08",0.16459931423492863,3.716766531046362,False,False,,,,,4.083353461359787,8.270853323945257,8.61222581501347,8.915879378835774,7.89922724387584,1.173471328084223,0.8859728702282323,,,,
5,1,0.25,-1.25,317.3215026855469,1.444934368133545,0.0,search,False,GarbageCan,"-2.11, 0.18, 2.07",0.1811986274804414,3.6779209849373093,False,False,,,,,3.939482862791913,8.13597842951291,8.585876187970541,8.915879378835774,7.729906706071759,1.15173894746251,0.8669819742537973,,,,
6,1,0.0,-1.25,329.62945556640625,1.7113275527954102,0.0,search,False,GarbageCan,"-2.09, 0.18, 2.05",0.1579019401699623,3.986446643876435,False,False,,,,,3.806609378707432,7.990576388737801,8.561245587511134,8.915879378835774,7.548013298695026,1.1330479858893219,0.8465809123228222,,,,
7,1,-0.25,-1.25,333.4349365234375,1.57136869430542,0.0,search,False,GarbageCan,"-2.09, 0.18, 2.05",0.1579019401699623,4.051666824303072,False,False,,,,,3.685922502969317,7.823770057245392,8.539457259757931,8.915879378835774,7.339862974820571,1.1141535786588432,0.8232348894539444,,,,
8,1,-0.5,-1.25,337.298583984375,1.5910685062408447,0.0,search,False,GarbageCan,"-1.94, 0.16, 2.26",0.23108994346423337,4.20321251838052,False,False,,,,,3.5786553946598167,7.659339595378151,8.520746246918119,8.915879378835774,7.130105732458506,1.0959559446524003,0.7997086355142624,,,,
9,1,-0.75,-1.25,337.83917236328125,1.658233880996704,0.0,search,False,GarbageCan,"-1.94, 0.16, 2.26",0.23108994346423337,4.467353358298402,False,False,,,,,3.4860470693265206,7.494467535914463,8.502416196524752,8.915879378835774,6.907877684826474,1.0809236598266998,0.7747836630926357,,,,
10,1,-1.0,-1.25,341.93267822265625,1.9257996082305908,0.0,search,False,GarbageCan,"-1.94, 0.16, 2.26",0.23108994346423337,4.626269123074787,False,False,,,,,3.409292288055138,7.333193919187373,8.487358579701436,8.915879378835774,6.692238755174174,1.0667713024312864,0.7505977224254508,,,,
11,1,-1.0,-1.0,345.36529541015625,1.8020448684692383,0.0,search,False,GarbageCan,"-1.90, 0.15, 2.27",0.24331579223210836,4.914907334892048,False,False,,,,,3.1695856461376763,7.184467438759034,8.472531989657659,8.915879378835774,6.480463696926713,1.0503437397524928,0.7268451513946934,,,,
12,1,-1.0,-0.75,338.94866943359375,1.7622246742248535,0.0,search,False,GarbageCan,"-1.88, 0.15, 2.25",0.22738217796956098,5.203729177320884,False,False,,,,,2.931598954668211,7.045776394788792,8.460237527595215,8.915879378835774,6.275194804157588,1.0323317231078595,0.7038223082126304,,,,
13,1,-1.5,2.0,306.38433837890625,1.966949224472046,0.0,goal_navigation,False,GarbageCan,"-1.88, 0.13, 2.26",0.23711310670346997,5.653232220417844,False,False,,,,,0.4344695542652694,6.914303742710669,8.44502776587236,8.915879378835774,6.046656567900348,1.0131984121848323,0.6781895885955687,,,,0.46
