step,fused_entropy,Bayesian_entropy,visual_entropy,sound_entropy,semantic_entropy,target_coord_estimation_error,step_time,min_gt_distance,any_sound_detected,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target,target_object
0,8.435785075922688,8.658543225772341,8.769654734208315,8.915879378835774,1.3298049303456505,0.5791588483310296,2.0817630290985107,4.425977111266441,False,0.946152893897071,,,,,
1,8.272931049445614,8.539023935985579,8.716545375037967,8.915879378835774,1.2758175364115152,0.16927115496800277,1.1643903255462646,4.317090762569649,False,0.9278872781840937,,,,,
2,8.15387691077771,8.454906355221752,8.67466655829973,8.915879378835774,1.2344719140408456,0.9704772866398031,1.2639992237091064,4.220221785057503,False,0.9145342331720098,,,,,
3,8.03604171784237,8.37165182817932,8.641255480084887,8.915879378835774,1.2007118417302665,0.9704772866398031,1.500075340270996,4.136214595240882,False,0.901317904425453,,,,,
4,7.89922724387584,8.270853323945257,8.61222581501347,8.915879378835774,1.173471328084223,0.16459931423492863,1.3964598178863525,4.065866505518036,False,0.8859728702282323,,,,,
5,7.729906706071759,8.13597842951291,8.585876187970541,8.915879378835774,1.15173894746251,0.1811986274804414,1.444934368133545,3.939482862791913,False,0.8669819742537973,,,,,
6,7.548013298695026,7.990576388737801,8.561245587511134,8.915879378835774,1.1330479858893219,0.1579019401699623,1.7113275527954102,3.806609378707432,False,0.8465809123228222,,,,,
7,7.339862974820571,7.823770057245392,8.539457259757931,8.915879378835774,1.1141535786588432,0.1579019401699623,1.57136869430542,3.685922502969317,False,0.8232348894539444,,,,,
8,7.130105732458506,7.659339595378151,8.520746246918119,8.915879378835774,1.0959559446524003,0.23108994346423337,1.5910685062408447,3.5786553946598167,False,0.7997086355142624,,,,,
9,6.907877684826474,7.494467535914463,8.502416196524752,8.915879378835774,1.0809236598266998,0.23108994346423337,1.658233880996704,3.4860470693265206,False,0.7747836630926357,,,,,
10,6.692238755174174,7.333193919187373,8.487358579701436,8.915879378835774,1.0667713024312864,0.23108994346423337,1.9257996082305908,3.409292288055138,False,0.7505977224254508,,,,,
11,6.480463696926713,7.184467438759034,8.472531989657659,8.915879378835774,1.0503437397524928,0.24331579223210836,1.8020448684692383,3.1695856461376763,False,0.7268451513946934,,,,,
12,6.275194804157588,7.045776394788792,8.460237527595215,8.915879378835774,1.0323317231078595,0.22738217796956098,1.7622246742248535,2.931598954668211,False,0.7038223082126304,,,,,
13,6.046656567900348,6.914303742710669,8.44502776587236,8.915879378835774,1.0131984121848323,0.23711310670346997,1.966949224472046,2.683657238004424,False,0.6781895885955687,,,,0.46,GarbageCan
