team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,10,6.864,"[4.305, 2.559]",16.0,0.020358473387513003,0.5404551545602458,SaltShaker,True
