step,fused_entropy,Bayesian_entropy,visual_entropy,sound_entropy,semantic_entropy,target_coord_estimation_error,step_time,min_gt_distance,any_sound_detected,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target,target_object
0,8.682702559702143,8.722073279198005,8.904496319601517,8.915879378835774,1.3862212810417907,3.1550247567564154,1.130711317062378,2.982560352853445,False,0.9738470195450223,,,,,
1,8.525225812474465,8.579037063982323,8.893557197162387,8.915879378835774,1.3836626513608785,0.896398426522166,0.8382179737091064,2.79191637053058,False,0.9561845164383191,,,,,
2,8.386034851498817,8.443624908385909,8.885546292582937,8.915879378835774,1.3823677344779857,0.9879596223432511,0.881450891494751,2.611307676559779,False,0.9405729367991805,,,,,
3,8.248728957997692,8.308102560491957,8.876874786738558,8.915879378835774,1.3769999179730106,0.9879596223432511,1.1592211723327637,2.4429610195996605,False,0.925172785264262,,,,,
4,8.116393844981367,8.173551336386325,8.86855910634518,8.915879378835774,1.3711746578582378,0.9864577968244176,1.0063090324401855,2.2895827796580748,False,0.9103301536635635,,,,,
5,7.977834095066763,8.027437497749332,8.860030167009029,8.915879378835774,1.3626584810667872,0.9864577968244176,1.0629796981811523,2.154372313814439,False,0.8947893703008464,,,,,
6,7.810147123350653,7.856861090830753,8.851812059209717,8.915879378835774,1.3560519034251157,0.04412116461392726,1.1962001323699951,2.0409436121935265,False,0.8759816941770352,,,,,
7,7.629104843518967,7.6513891717956195,8.842877191758058,8.915879378835774,1.348166271318583,0.04412116461392726,1.228346586227417,1.9530953867583998,False,0.8556760942312307,,,,,
8,7.444227621505032,7.420014395707673,8.83470087852444,8.915879378835774,1.3392923739771565,0.04412116461392726,1.2467827796936035,1.715832688511118,False,0.8349403693342801,,,,,
9,7.243769182817266,7.16090436698779,8.825413163634943,8.915879378835774,1.3293086728932708,0.04412116461392726,1.2626149654388428,1.4827616262061947,False,0.8124570639674972,,,,,
10,6.991599787470669,6.875421883459156,8.815901360819709,8.915879378835774,1.3199457405396093,0.04412116461392726,1.292724847793579,1.2562174434929596,False,0.7841738868817699,,,,,
11,6.676599354045228,6.572341631700989,8.806486096505859,8.915879378835774,1.3106960008296178,0.07278727839993555,1.6851799488067627,1.0404722439942045,False,0.7488436160199659,,,,,
12,6.331293881078492,6.29605542908996,8.801038447153719,8.915879378835774,1.3038044534236128,0.015537685786249101,1.387977123260498,0.8438499367237536,False,0.7101143490240023,,,,,
13,5.923785080472303,6.030432025887557,8.79599069763791,8.915879378835774,1.2984532734267111,0.015537685786249101,1.44484543800354,0.6830687673250996,False,0.6644083919006344,,,,0.582,toaster
