team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,14,8.025,"[3.75, 4.275]",0.0,0.015537685786249101,0.5882883358365854,toaster,True
