step,fused_entropy,Bayesian_entropy,visual_entropy,sound_entropy,semantic_entropy,target_coord_estimation_error,step_time,min_gt_distance,any_sound_detected,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target,target_object
0,8.48570221865042,8.684467836526242,8.81364251216414,8.915879378835774,1.384140695103455,0.2665009846805155,1.263683795928955,3.892592458434927,False,0.9517515724577327,,,,,
1,8.212797560896536,8.487978418285138,8.769219614391336,8.915879378835774,1.3350930370648129,0.11650339318971012,1.0917963981628418,3.6503801596921686,False,0.9211427400410788,,,,,
2,8.01179044686222,8.333790566607828,8.73395795666524,8.915879378835774,1.2939042974404298,0.14650251693028984,1.1039395332336426,3.4092923859774737,False,0.8985978955570383,,,,,
3,7.839089836516288,8.19915517964813,8.704727887719098,8.915879378835774,1.2628412313161437,0.12650305492535527,1.3630225658416748,3.169585751465596,False,0.879227892553646,,,,,
4,7.690830164590865,8.078673202379473,8.679630331967985,8.915879378835774,1.2329888095650892,0.14650251693028984,1.1811654567718506,2.931599068546632,False,0.8625991714117521,,,,,
5,7.558354633827035,7.969969112126914,8.65736947543495,8.915879378835774,1.2087926359081926,0.12650305492535527,1.2295472621917725,2.6836575956114093,False,0.8477407906357294,,,,,
6,7.433916521854371,7.857705581354423,8.638404810645529,8.915879378835774,1.1889861601923024,0.3834738629996083,1.3017470836639404,2.4336736937192485,False,0.8337838822158992,,,,,
7,7.3464330286583595,7.730621013731509,8.630846693935826,8.915879378835774,1.1745967910312638,0.14650251693028984,1.53885817527771,2.1836934776930965,False,0.8239717829849835,,,,,
8,7.196579738651894,7.54186135942732,8.613713990393313,8.915879378835774,1.1452936921027186,0.15650229949633646,1.2589173316955566,1.9337183769974493,False,0.8071643225383806,,,,,
9,7.070503504103426,7.280916968319156,8.604408178694442,8.915879378835774,1.1308421936624014,0.13694150466008737,1.2741198539733887,1.6837506699496603,False,0.7930236832148222,,,,,
10,6.722085197931766,6.911561872428004,8.592793557202274,8.915879378835774,1.1183496330311677,0.14691139499473824,1.3017640113830566,1.4337942235809884,False,0.7539452826031311,,,,,
11,6.013613784606136,6.449662479487772,8.583781285203214,8.915879378835774,1.1101309541535593,0.14691139499473824,1.5962762832641602,1.1838561705682367,False,0.6744835286669599,,,,0.581,GarbageCan
