team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,12,7.346,"[3.5, 3.846]",0.0,0.14691139499473824,0.4344699110954978,GarbageCan,True
