step,robot_id,robot_x,robot_z,robot_yaw,step_time,listen_s,behavior_flag,is_random,target_object,target_coordinate,target_coord_estimation_error,concentration,sound_active,sound_detected,sound_doa_deg,sound_level_db,n_doa_samples,doa_sigma_eff,gt_distance_from_source,Bayesian_entropy,visual_entropy,sound_entropy,fused_entropy,semantic_entropy,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target
0,0,2.0,2.0,270.0,1.263683795928955,0.0,Initialization,False,GarbageCan,"-2.20, 0.15, 2.03",0.2665009846805155,3.934087211953191,False,False,,,,,3.9336077976065953,8.684467836526242,8.81364251216414,8.915879378835774,8.48570221865042,1.384140695103455,0.9517515724577327,,,,
1,0,1.75,2.0,270.4351501464844,1.0917963981628418,0.0,search,False,GarbageCan,"-2.05, 0.18, 2.03",0.11650339318971012,4.407436057668932,False,False,,,,,3.6836150535051417,8.487978418285138,8.769219614391336,8.915879378835774,8.212797560896536,1.3350930370648129,0.9211427400410788,,,,
2,0,1.5,2.0,270.48419189453125,1.1039395332336426,0.0,search,False,GarbageCan,"-2.08, 0.17, 2.03",0.14650251693028984,4.489696731692107,False,False,,,,,3.433623365983516,8.333790566607828,8.73395795666524,8.915879378835774,8.01179044686222,1.2939042974404298,0.8985978955570383,,,,
3,0,1.25,2.0,270.51617431640625,1.3630225658416748,0.0,search,False,GarbageCan,"-2.06, 0.17, 2.03",0.12650305492535527,4.751589742102059,False,False,,,,,3.1836329839424407,8.19915517964813,8.704727887719098,8.915879378835774,7.839089836516288,1.2628412313161437,0.879227892553646,,,,
4,0,1.0,2.0,270.56170654296875,1.1811654567718506,0.0,search,False,GarbageCan,"-2.08, 0.16, 2.03",0.14650251693028984,5.287078913440992,False,False,,,,,2.9336442411213617,8.078673202379473,8.679630331967985,8.915879378835774,7.690830164590865,1.2329888095650892,0.8625991714117521,,,,
5,0,0.75,2.0,270.60736083984375,1.2295472621917725,0.0,search,False,GarbageCan,"-2.06, 0.16, 2.03",0.12650305492535527,5.654208658541664,False,False,,,,,2.6836575956114093,7.969969112126914,8.65736947543495,8.915879378835774,7.558354633827035,1.2087926359081926,0.8477407906357294,,,,
6,0,0.5,2.0,270.6714172363281,1.3017470836639404,0.0,search,False,GarbageCan,"-1.89, 0.09, 2.41",0.3834738629996083,6.34658256759295,False,False,,,,,2.4336736937192485,7.857705581354423,8.638404810645529,8.915879378835774,7.433916521854371,1.1889861601923024,0.8337838822158992,,,,
7,0,0.25,2.0,280.8457946777344,1.53885817527771,0.0,search,False,GarbageCan,"-2.08, 0.13, 2.03",0.14650251693028984,6.964428507153954,False,False,,,,,2.1836934776930965,7.730621013731509,8.630846693935826,8.915879378835774,7.3464330286583595,1.1745967910312638,0.8239717829849835,,,,
8,0,0.0,2.0,270.8262939453125,1.2589173316955566,0.0,search,False,GarbageCan,"-2.09, 0.12, 2.03",0.15650229949633646,8.188026126768708,False,False,,,,,1.9337183769974493,7.54186135942732,8.613713990393313,8.915879378835774,7.196579738651894,1.1452936921027186,0.8071643225383806,,,,
9,0,-0.25,2.0,270.93408203125,1.2741198539733887,0.0,search,False,GarbageCan,"-2.07, 0.12, 2.04",0.13694150466008737,9.143465127026568,False,False,,,,,1.6837506699496603,7.280916968319156,8.604408178694442,8.915879378835774,7.070503504103426,1.1308421936624014,0.7930236832148222,,,,
10,0,-0.5,2.0,271.4594421386719,1.3017640113830566,0.0,search,False,GarbageCan,"-2.08, 0.15, 2.04",0.14691139499473824,10.84418374625495,False,False,,,,,1.4337942235809884,6.911561872428004,8.592793557202274,8.915879378835774,6.722085197931766,1.1183496330311677,0.7539452826031311,,,,
11,0,-1.5,2.0,273.9451904296875,1.5962762832641602,0.0,goal_navigation,False,GarbageCan,"-2.08, 0.15, 2.04",0.14691139499473824,13.198369095394028,False,False,,,,,0.4344699110954978,6.449662479487772,8.583781285203214,8.915879378835774,6.013613784606136,1.1101309541535593,0.6744835286669599,,,,0.581
