team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,5,6.095,"[3.108, 2.986]",8.0,0.8877127827900027,0.8530138584282136,toilet,True
