team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,4,4.906,"[2.805, 2.101]",8.0,0.024646379022854107,0.5405834715211383,clock,True
