step,robot_id,robot_x,robot_z,robot_yaw,step_time,listen_s,behavior_flag,is_random,target_object,target_coordinate,target_coord_estimation_error,concentration,sound_active,sound_detected,sound_doa_deg,sound_level_db,n_doa_samples,doa_sigma_eff,gt_distance_from_source,Bayesian_entropy,visual_entropy,sound_entropy,fused_entropy,semantic_entropy,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target
0,0,1.0,2.0,270.0,1.0953233242034912,0.0,Initialization,False,oven,"-0.70, 0.40, -2.67",3.02191299025741,4.721237376422752,False,False,,,,,3.387093848001041,8.738697520783457,8.904371711507714,8.915879378835774,8.697001755466484,1.3880024897488723,0.9754508092730758,,,,
1,0,1.25,2.0,202.6634063720703,0.8614335060119629,0.0,search,False,refrigerator,"-1.79, 0.92, 0.67",0.5372571385052234,4.2762962726001925,False,False,,,,,3.598371016660611,8.60272659787267,8.893444921965918,8.915879378835774,8.540330159907075,1.385331367143031,0.9578786115231477,,,,
2,0,1.0,2.0,244.5126953125,0.8095672130584717,0.0,search,False,refrigerator,"-1.90, 1.34, 0.95",0.8192817072169982,4.514635708828281,False,False,,,,,3.387093848001041,8.495602593970105,8.883713924309626,8.915879378835774,8.421505433630916,1.3790213460635727,0.944551297275467,,,,
3,0,0.75,2.0,248.38522338867188,1.0338640213012695,0.0,search,False,refrigerator,"-1.90, 1.34, 0.95",0.8192817072169982,4.837689244325422,False,False,,,,,3.181436074603713,8.386812875100874,8.874329566417519,8.915879378835774,8.30483929590375,1.3730916215917695,0.9314660891013745,,,,
4,0,0.5,2.0,246.37060546875,0.8822231292724609,0.0,search,False,toaster,"-1.90, 0.98, 0.17",0.08162853889299396,5.174998429732621,False,False,,,,,2.982560352853445,8.270892926621865,8.865171024269909,8.915879378835774,8.180242074224326,1.366739055047677,0.9174913350266178,,,,
5,0,0.25,2.0,229.5968017578125,0.9349133968353271,0.0,search,False,toaster,"-1.89, 0.98, 0.17",0.07278727839993555,5.412222480122663,False,False,,,,,2.79191637053058,8.144245792698525,8.85546030819727,8.915879378835774,8.046584037841944,1.3580378105355302,0.902500325087693,,,,
6,0,0.0,2.0,225.92404174804688,0.9514517784118652,0.0,search,False,toaster,"-1.90, 0.97, 0.20",0.09860624391712358,6.025873774669609,False,False,,,,,2.611307676559779,7.989473068114133,8.84718861905699,8.915879378835774,7.886777166743022,1.3509724779524184,0.8845764766024538,,,,
7,0,-0.25,2.0,222.5104522705078,1.2886929512023926,0.0,search,False,toaster,"-1.90, 0.97, 0.20",0.09860624391712358,6.3626143345618456,False,False,,,,,2.4429610195996605,7.803714762267111,8.839763217031665,8.915879378835774,7.712214993802054,1.3448324374519747,0.864997681788861,,,,
8,0,-0.5,2.0,217.87498474121094,1.014242172241211,0.0,search,False,toaster,"-1.88, 0.97, 0.20",0.08480996645190156,6.739381209749155,False,False,,,,,2.2895827796580748,7.581897081465662,8.832155027992119,8.915879378835774,7.509445128529158,1.336920245281383,0.842255128120602,,,,
9,0,-0.75,2.0,212.11968994140625,1.0160036087036133,0.0,search,False,toaster,"-1.88, 0.97, 0.20",0.08480996645190156,7.328315903922834,False,False,,,,,2.154372313814439,7.3249063084562955,8.82378804908291,8.915879378835774,7.275834658134175,1.3284629358990634,0.8160535095848556,,,,
10,0,-1.0,2.0,206.05349731445312,1.0337212085723877,0.0,search,False,toaster,"-1.88, 0.97, 0.20",0.08480996645190156,7.5220593863121925,False,False,,,,,2.0409436121935265,7.088481124969464,8.814142763266714,8.915879378835774,7.0524829767183626,1.318980152454499,0.7910025110320938,,,,
11,0,-1.25,2.0,199.2900390625,1.2538254261016846,0.0,search,False,toaster,"-1.88, 0.97, 0.20",0.08480996645190156,8.139860686166859,False,False,,,,,1.9530953867583998,6.8604351386107405,8.805162398311968,8.915879378835774,6.817744935930346,1.310457572595265,0.76467442483734,,,,
12,0,-1.25,1.75,202.11936950683594,1.0650608539581299,0.0,search,False,toaster,"-1.88, 0.97, 0.20",0.08480996645190156,9.015492152268664,False,False,,,,,1.715832688511118,6.6508608796722894,8.796240081508433,8.915879378835774,6.594627690436123,1.3015473776337483,0.7396497204852543,,,,
13,0,-1.25,1.5,205.8555450439453,1.0634918212890625,0.0,search,False,toaster,"-1.88, 0.97, 0.20",0.08480996645190156,10.638227394784955,False,False,,,,,1.4827616262061947,6.432443786996546,8.788288368996433,8.915879378835774,6.337371597937325,1.2935926083967713,0.7107960223173019,,,,
14,0,-1.25,0.25,265.46221923828125,1.0755972862243652,0.0,goal_navigation,False,toaster,"-1.88, 0.97, 0.20",0.08480996645190156,12.434335446339334,False,False,,,,,0.5882883358365854,6.21528222232499,8.781196401780132,8.915879378835774,6.018024709418167,1.2874319858622563,0.6749782555048423,,,,0.632
