team_size,steps,team_distance,per_robot_distance,total_listen_s,final_target_error,final_min_gt_distance,final_target_object,terminated
2,15,8.781,"[4.5, 4.281]",0.0,0.08480996645190156,0.5882883358365854,toaster,True
