step,fused_entropy,Bayesian_entropy,visual_entropy,sound_entropy,semantic_entropy,target_coord_estimation_error,step_time,min_gt_distance,any_sound_detected,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target,target_object
0,8.697003261782974,8.738697520783457,8.90437191338617,8.915879378835774,1.3881959531470172,3.02191299025741,1.1137807369232178,3.265028007196167,False,0.9754509782206834,,,,,
1,8.540451402579603,8.60272659787267,8.893428224881376,8.915879378835774,1.3857929743691066,0.5372571385052234,0.907583475112915,3.1473651937118805,False,0.9578922100328825,,,,,
2,8.421653855171416,8.495602593970105,8.883783883669857,8.915879378835774,1.3794133658448287,0.8192817072169982,0.8991756439208984,2.9248997289159173,False,0.944567944151697,,,,,
3,8.305325163916219,8.386812875100874,8.874535932136736,8.915879378835774,1.3735684583162284,0.8192817072169982,0.9255948066711426,2.707243835681557,False,0.9315205837834831,,,,,
4,8.180947052731831,8.270892926621865,8.865383124156622,8.915879378835774,1.3672145829801536,0.08162853889299396,1.0336267948150635,2.4956562157995985,False,0.9175704050182082,,,,,
5,8.047278398508036,8.144245792698525,8.85568225989074,8.915879378835774,1.358513338468007,0.07278727839993555,1.0601186752319336,2.2918182103043327,False,0.9025782041881819,,,,,
6,7.8925071375049365,7.989473068114133,8.847559672584937,8.915879378835774,1.35105745759694,0.10624698491900168,1.0951030254364014,2.0979898643000965,False,0.8852191468897521,,,,,
7,7.720891812674773,7.803714762267111,8.84005169520305,8.915879378835774,1.3441326371554516,0.10624698491900168,1.3663623332977295,1.9172094909866577,False,0.865970868897394,,,,,
8,7.522297409633335,7.581897081465662,8.833157438493762,8.915879378835774,1.337049186447437,0.08480996645190156,1.1323697566986084,1.7535173206879655,False,0.8436966327168491,,,,,
9,7.293726098732728,7.3249063084562955,8.824862239931331,8.915879378835774,1.328673481549071,0.08480996645190156,1.1632153987884521,1.6121270903920957,False,0.818060203466451,,,,,
10,7.07569749694069,7.088481124969464,8.815232235007656,8.915879378835774,1.3191906981045065,0.08480996645190156,1.1931872367858887,1.4033721995214727,False,0.7936062385205381,,,,,
11,6.8475044152571485,6.8604351386107405,8.806266352879963,8.915879378835774,1.3106681182452724,0.08480996645190156,1.1873090267181396,1.2103525540946276,False,0.7680122312456955,,,,,
12,6.632674756639139,6.6508608796722894,8.797349129813643,8.915879378835774,1.301747316914347,0.08480996645190156,1.2731773853302002,1.0418507954678733,False,0.743917057961054,,,,,
13,6.38897698886215,6.432443786996546,8.789391966875494,8.915879378835774,1.293776479857198,0.08480996645190156,1.3004722595214844,0.9115661549392301,False,0.71658405384309,,,,,
14,6.087312890377564,6.21528222232499,8.782312707457711,8.915879378835774,1.2876137040452766,0.08480996645190156,1.2796738147735596,0.8375276888821912,False,0.6827495787827088,,,,0.632,toaster
