x,y,dist_robot,snd_loglik,snd_post,vis_post,fused,vis_like,observed,mle_class,ev_person,post_person,ev_chair,post_chair,ev_couch,post_couch,ev_toilet,post_toilet,ev_microwave,post_microwave,ev_oven,post_oven,ev_sink,post_sink,ev_refrigerator,post_refrigerator,ev_tv,post_tv,ev_empty_floor,post_empty_floor
-0.25,1.75,4.39164,-0.0199531,0.00434427,0.0163581,0.0304191,0.211511,True,microwave,0,0.05,0,0.05,0,0.05,0,0.05,1,0.55,0,0.05,0,0.05,0,0.05,0,0.05,0,0.05
-2,5.75,2.37478,-2.99573,0.00289577,0.00979169,0.014866,0.0808417,True,empty floor,2,0.3,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,1,0.157143,3,0.442857
-0.25,2.75,3.40371,-1.51157e-05,0.00538314,0.00670161,0.0138724,0.0596504,True,empty floor,1,0.22,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,3,0.62
-2,6.25,2.35349,-2.99573,0.000655525,0.0170442,0.0123119,0.148258,True,tv,1,0.22,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,3,0.62,0,0.02
-2.25,4.75,2.92877,-2.99535,0.009856,0.00392797,0.0110021,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
-1.75,5,2.36984,-2.99531,0.00969409,0.00392797,0.0109113,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
-1.25,5.25,1.81096,-2.99526,0.00937815,0.00392797,0.010732,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
0.25,2.75,3.35208,-0.27827,0.00175175,0.00670161,0.00791355,0.0596504,True,empty floor,1,0.22,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,3,0.62
-2,6,2.3509,-2.99573,0.00133289,0.00670161,0.00690291,0.0596504,True,empty floor,1,0.22,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,3,0.62
-2.25,6,2.6007,-2.99573,0.0013025,0.0065899,0.00671,0.0651939,True,empty floor,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,0,0.02,1,0.22,3,0.62
-1.5,5.25,2.03505,-2.9956,0.010213,0.00224455,0.00639973,0.0254701,True,empty floor,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,6,0.871429
-1,5.5,1.47644,-2.99563,0.0101432,0.00224455,0.00637783,0.0254701,True,empty floor,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,6,0.871429
-1.5,1.75,4.72714,-0.653596,0.0100251,0.00224455,0.0063406,0.0254701,True,empty floor,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,6,0.871429
-1.25,2,4.40127,-0.494974,0.00996129,0.00224455,0.00632038,0.0254701,True,empty floor,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,6,0.871429
-1.25,1.75,4.63508,-0.402559,0.00988012,0.00224455,0.00629458,0.0254701,True,empty floor,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,6,0.871429
-2.25,5,2.82221,-2.99567,0.00987946,0.00224455,0.00629437,0.0254701,True,empty floor,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,6,0.871429
-1.25,2.25,4.16933,-0.607923,0.00987356,0.00224455,0.00629249,0.0254701,True,empty floor,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,6,0.871429
-0.5,5.75,0.918322,-2.99568,0.00986143,0.00224455,0.00628862,0.0254701,True,empty floor,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,0,0.0142857,6,0.871429
