x,y,dist_robot,snd_loglik,snd_post,vis_post,fused,vis_like,observed,mle_class,ev_person,post_person,ev_chair,post_chair,ev_couch,post_couch,ev_toilet,post_toilet,ev_microwave,post_microwave,ev_oven,post_oven,ev_sink,post_sink,ev_refrigerator,post_refrigerator,ev_tv,post_tv,ev_empty_floor,post_empty_floor
-2.25,1.75,5.01462,-0.68054,0.00236407,0.00236407,0.00236407,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
1.5,5.5,1.39156,-2.99573,0.00236407,0.00236407,0.00236407,0.143963,True,couch,0,0.05,0,0.05,1,0.55,0,0.05,0,0.05,0,0.05,0,0.05,0,0.05,0,0.05,0,0.05
-1.5,6,1.74738,-2.98668,0.00236407,0.00236407,0.00236407,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
-1.75,6,1.99702,-2.98784,0.00236407,0.00236407,0.00236407,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
-2,6,2.24674,-2.98864,0.00236407,0.00236407,0.00236407,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
-2.25,6,2.49652,-2.98922,0.00236407,0.00236407,0.00236407,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
2,5.75,1.79007,-2.99573,0.00236407,0.00236407,0.00236407,0.178291,False,person,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1
1.75,5.75,1.54567,-2.99573,0.00236407,0.00236407,0.00236407,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
1.5,5.75,1.3034,-2.99573,0.00236407,0.00236407,0.00236407,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
1.25,5.75,1.06471,-2.99573,0.00236407,0.00236407,0.00236407,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
1,5.75,0.832688,-2.99573,0.00236407,0.00236407,0.00236407,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
0.75,5.75,0.614919,-2.99573,0.00236407,0.00236407,0.00236407,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
0.5,5.75,0.433453,-2.99573,0.00236407,0.00236407,0.00236407,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
0.25,5.75,0.350195,-2.98753,0.00236407,0.00236407,0.00236407,0.0445727,True,empty floor,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,0,0.025,3,0.775
